Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr7:101460891-101461145,259392,1017.22,259392,1017.22,>500,>500,>500,100.0
chr7:101559366-101559608,376369,1548.84,376369,1548.84,>500,>500,>500,100.0
chr7:101671351-101671597,349177,1413.67,349177,1413.67,>500,>500,>500,100.0
chr7:101713588-101713862,205798,748.36,205798,748.36,>500,>500,>500,100.0
chr7:101740617-101740883,293406,1098.90,293406,1098.90,>500,>500,>500,100.0
chr7:101747571-101747799,649101,2834.50,649101,2834.50,>500,>500,>500,100.0
chr7:101754951-101755197,566856,2294.96,566856,2294.96,>500,>500,>500,100.0
chr7:101758386-101758618,353057,1515.27,353057,1515.27,>500,>500,>500,100.0
chr7:101801813-101802047,461835,1965.26,461835,1965.26,>500,>500,>500,100.0
chr7:101813697-101813965,328248,1220.25,328248,1220.25,>500,>500,>500,100.0
chr7:101821720-101822148,438813,1022.87,438813,1022.87,>500,>500,>500,100.0
chr7:101833060-101833300,178457,740.49,178457,740.49,>500,>500,>500,100.0
chr7:101837095-101837325,802832,3475.46,802832,3475.46,>500,>500,>500,100.0
chr7:101838760-101839026,110892,415.33,110892,415.33,366,371,371,100.0
chr7:101839885-101840713,1080533,1303.42,1080533,1303.42,>500,>500,>500,100.0
chr7:101842051-101842295,424168,1731.30,424168,1731.30,>500,>500,>500,100.0
chr7:101843326-101843592,386896,1449.05,386896,1449.05,>500,>500,>500,100.0
chr7:101844615-101845666,1719307,1634.32,1719307,1634.32,>500,>500,>500,100.0
chr7:101847648-101847914,217013,812.78,217013,812.78,>500,>500,>500,100.0
chr7:101848357-101848629,80087,293.36,80087,293.36,264,269,269,100.0
chr7:101870618-101871084,447857,959.01,447857,959.01,>500,>500,>500,100.0
chr7:101877303-101877709,538124,1322.17,538124,1322.17,>500,>500,>500,100.0
chr7:101882573-101883018,610971,1369.89,610971,1369.89,>500,>500,>500,100.0
chr7:101891665-101892476,224143,276.04,224143,276.04,82,155,>500,100.0
chr7:101916612-101916860,130129,522.61,130129,522.61,428,438,439,100.0
chr7:101917490-101917744,355721,1394.98,355721,1394.98,>500,>500,>500,100.0
chr7:101918491-101918751,270662,1037.02,270662,1037.02,>500,>500,>500,100.0
chr7:101921193-101921428,76817,325.50,76817,325.50,257,259,496,100.0
chr7:101923304-101923551,43977,177.33,43977,177.33,145,151,152,100.0
chr7:101924073-101924345,226710,830.44,226710,830.44,>500,>500,>500,100.0
chr7:101925109-101925342,250263,1069.50,250263,1069.50,>500,>500,>500,100.0
chr7:101925979-101926457,30990,64.70,30990,64.70,7,25,51,57.4
chr7:140453045-140453272,918489,4028.46,918489,4028.46,>500,>500,>500,100.0
chr7:148504700-148504950,257877,1027.40,257877,1027.40,>500,>500,>500,100.0
chr7:148506131-148506587,1268255,2775.18,1268255,2775.18,>500,>500,>500,100.0
chr7:148507393-148507623,229684,994.30,229684,994.30,>500,>500,>500,100.0
chr7:148508687-148508923,240378,1014.25,240378,1014.25,>500,>500,>500,100.0
chr7:148511021-148511279,355484,1372.53,355484,1372.53,>500,>500,>500,100.0
chr7:148511976-148512222,422806,1711.77,422806,1711.77,>500,>500,>500,100.0
chr7:148512568-148512806,326882,1367.71,326882,1367.71,>500,>500,>500,100.0
chr7:148513746-148514004,469854,1814.11,469854,1814.11,>500,>500,>500,100.0
chr7:148514280-148514524,144792,590.99,144792,590.99,479,483,484,100.0
chr7:148514939-148515385,444687,994.83,444687,994.83,>500,>500,>500,100.0
chr7:148516658-148516928,146058,538.96,146058,538.96,480,490,491,100.0
chr7:148523514-148523906,1187825,3022.46,1187825,3022.46,>500,>500,>500,100.0
chr7:148524226-148524454,621683,2714.77,621683,2714.77,>500,>500,>500,100.0
chr7:148525802-148526068,365990,1370.75,365990,1370.75,>500,>500,>500,100.0
chr7:148526790-148527050,407083,1559.70,407083,1559.70,>500,>500,>500,100.0
chr7:148529632-148529902,163625,603.78,163625,603.78,>500,>500,>500,100.0
chr7:148543516-148543786,279735,1032.23,279735,1032.23,>500,>500,>500,100.0
chr7:148544200-148544459,258629,994.73,258629,994.73,>500,>500,>500,100.0
chr8:117859707-117860163,496995,1087.52,496995,1087.52,393,>500,>500,100.0
chr8:117861157-117861409,224095,885.75,224095,885.75,>500,>500,>500,100.0
chr8:117862815-117863088,238683,871.11,238683,871.11,>500,>500,>500,100.0
chr8:117864155-117864387,149784,642.85,149784,642.85,496,499,>500,100.0
chr8:117864758-117865030,130193,476.90,130193,476.90,436,437,438,100.0
chr8:117866362-117866802,1183766,2684.28,1183766,2684.28,>500,>500,>500,100.0
chr8:117868373-117868603,49123,212.65,49123,212.65,177,177,294,100.0
chr8:117868853-117869085,384130,1648.63,384130,1648.63,>500,>500,>500,100.0
chr8:117869476-117869918,636123,1435.94,636123,1435.94,>500,>500,>500,100.0
chr8:117870461-117870877,444680,1066.38,444680,1066.38,>500,>500,>500,100.0
chr8:117874034-117874262,693866,3029.98,693866,3029.98,>500,>500,>500,100.0
chr8:117875337-117875565,268022,1170.40,268022,1170.40,>500,>500,>500,100.0
chr8:117878791-117879015,381351,1694.89,381351,1694.89,>500,>500,>500,100.0
chr9:5069873-5070137,130005,490.58,130005,490.58,430,435,435,100.0
chr9:5073658-5073886,436276,1905.14,436276,1905.14,>500,>500,>500,100.0
chr9:21968198-21968431,316847,1354.05,316847,1354.05,>500,>500,>500,100.0
chr9:21968696-21968932,350300,1478.06,350300,1478.06,>500,>500,>500,100.0
chr9:21970871-21971326,221470,485.68,221470,485.68,372,380,>500,100.0
chr9:21974450-21974929,158912,331.07,158912,331.07,263,267,>500,100.0
chr9:21994106-21994561,153341,336.27,153341,336.27,2,>500,>500,52.2
chr9:133738120-133738580,661921,1435.84,661921,1435.84,>500,>500,>500,100.0
chr9:133747476-133747722,327577,1326.22,327577,1326.22,>500,>500,>500,100.0
chr9:133748219-133748463,519059,2118.61,519059,2118.61,>500,>500,>500,100.0
chr9:139390488-139392102,1304120,807.50,1304120,807.50,487,>500,>500,100.0
chr9:139396692-139397136,452862,1017.67,452862,1017.67,>500,>500,>500,100.0
chr9:139397602-139397867,156589,588.68,156589,588.68,>500,>500,>500,100.0
chr9:139399095-139399737,555659,864.17,555659,864.17,359,>500,>500,100.0
chr10:89692738-89693206,325698,694.45,325698,694.45,134,>500,>500,100.0
chr10:89717568-89717976,377825,923.78,377825,923.78,>500,>500,>500,100.0
chr10:112342201-112342455,181412,711.42,181412,711.42,>500,>500,>500,100.0
chr10:112343963-112344198,931489,3946.99,931489,3946.99,>500,>500,>500,100.0
chr10:112356122-112356350,211443,923.33,211443,923.33,>500,>500,>500,100.0
chr10:112360736-112360986,340509,1356.61,340509,1356.61,>500,>500,>500,100.0
chr10:112361753-112362007,580418,2276.15,580418,2276.15,>500,>500,>500,100.0
chr10:112362902-112363172,114157,421.24,114157,421.24,378,380,380,100.0
chr11:533662-534101,110949,252.16,110949,252.16,157,208,371,100.0
chr11:534182-534455,54253,198.00,54253,198.00,177,182,187,100.0
chr11:32413486-32413750,522386,1971.27,522386,1971.27,>500,>500,>500,100.0
chr11:32417771-32418019,387892,1557.80,387892,1557.80,>500,>500,>500,100.0
chr11:118307323-118307582,54807,210.80,54807,210.80,183,184,187,100.0
chr11:118343068-118343310,797127,3280.36,797127,3280.36,>500,>500,>500,100.0
chr11:118348723-118348955,1041767,4471.10,1041767,4471.10,>500,>500,>500,100.0
chr11:118350881-118351111,477460,2066.93,477460,2066.93,>500,>500,>500,100.0
chr11:118352430-118352690,1100852,4217.82,1100852,4217.82,>500,>500,>500,100.0
chr11:118353078-118353350,258987,948.67,258987,948.67,>500,>500,>500,100.0
chr11:118373971-118374237,473762,1774.39,473762,1774.39,>500,>500,>500,100.0
chr11:119148788-119149618,1264774,1521.99,1264774,1521.99,>500,>500,>500,100.0
chr12:11803034-11803276,227327,935.50,227327,935.50,>500,>500,>500,100.0
chr12:11905352-11905626,304068,1105.70,304068,1105.70,>500,>500,>500,100.0
chr12:11992046-11992310,377935,1426.17,377935,1426.17,>500,>500,>500,100.0
chr12:12006331-12006593,354528,1348.02,354528,1348.02,>500,>500,>500,100.0
chr12:12022330-12022976,648033,1001.60,648033,1001.60,>500,>500,>500,100.0
chr12:12037349-12037589,547605,2272.22,547605,2272.22,>500,>500,>500,100.0
chr12:12038830-12039082,304984,1205.47,304984,1205.47,>500,>500,>500,100.0
chr12:12043845-12044099,288289,1130.55,288289,1130.55,>500,>500,>500,100.0
chr12:25380084-25380530,546452,1222.49,546452,1222.49,>500,>500,>500,100.0
chr12:25398174-25398416,216886,892.53,216886,892.53,>500,>500,>500,100.0
chr12:112888094-112888510,1141915,2738.41,1141915,2738.41,>500,>500,>500,100.0
chr12:112926796-112927032,643461,2715.03,643461,2715.03,>500,>500,>500,100.0
chr13:28592572-28592798,667098,2938.76,667098,2938.76,>500,>500,>500,100.0
chr13:28607887-28608541,1557100,2377.25,1557100,2377.25,>500,>500,>500,100.0
chr15:90631791-90632043,291920,1153.83,291920,1153.83,>500,>500,>500,100.0
chr17:7572893-7573131,419296,1754.38,419296,1754.38,>500,>500,>500,100.0
chr17:7573897-7574147,349647,1393.02,349647,1393.02,161,317,>500,100.0
chr17:7576497-7577347,1102291,1295.29,1102291,1295.29,>500,>500,>500,100.0
chr17:7577459-7577683,850770,3781.20,850770,3781.20,>500,>500,>500,100.0
chr17:7578145-7578619,454893,957.67,454893,957.67,462,>500,>500,100.0
chr17:7579282-7579978,540391,775.31,540391,775.31,>500,>500,>500,98.9
chr17:74732849-74733296,291916,651.60,291916,651.60,260,>500,>500,100.0
chr18:42531854-42532090,404359,1706.16,404359,1706.16,>500,>500,>500,100.0
chr19:13054504-13054754,287806,1146.64,287806,1146.64,>500,>500,>500,100.0
chr19:17947906-17948180,23667,86.06,23667,86.06,78,80,81,100.0
chr19:33792214-33793514,500254,384.51,500254,384.51,15,158,283,67.6
chr19:45297435-45297699,322657,1217.57,322657,1217.57,>500,>500,>500,100.0
chr19:45303778-45304040,176468,670.98,176468,670.98,>500,>500,>500,100.0
chr20:31022117-31025255,8322584,2651.35,8322584,2651.35,>500,>500,>500,100.0
chr20:57484373-57484802,1311357,3049.67,1311357,3049.67,>500,>500,>500,100.0
chr21:36164340-36164951,709720,1159.67,709720,1159.67,213,411,>500,100.0
chr21:36171568-36171804,724471,3056.84,724471,3056.84,>500,>500,>500,100.0
chr21:36193935-36194165,204340,884.59,204340,884.59,>500,>500,>500,100.0
chr21:36206675-36207080,514754,1267.87,514754,1267.87,298,>500,>500,100.0
chr21:36231737-36231993,637770,2481.60,637770,2481.60,>500,>500,>500,100.0
chr21:36252824-36253050,647955,2854.43,647955,2854.43,>500,>500,>500,100.0
chr21:36259110-36259588,258580,539.83,258580,539.83,187,>500,>500,86.2
chr21:36265166-36265391,213467,944.54,213467,944.54,>500,>500,>500,100.0
chr21:36421107-36421333,304403,1340.98,304403,1340.98,>500,>500,>500,100.0
chr21:44514735-44514997,420977,1600.67,420977,1600.67,>500,>500,>500,100.0
chr21:44524309-44524551,559513,2302.52,559513,2302.52,>500,>500,>500,100.0
chrX:15808585-15808859,349823,1272.08,349823,1272.08,>500,>500,>500,100.0
chrX:15809025-15809281,74307,289.13,74307,289.13,247,248,248,100.0
chrX:15817957-15818186,411069,1787.26,411069,1787.26,>500,>500,>500,99.6
chrX:15821771-15821999,307897,1344.53,307897,1344.53,>500,>500,>500,100.0
chrX:15822202-15822474,151553,555.14,151553,555.14,>500,>500,>500,100.0
chrX:15826326-15826594,395291,1469.48,395291,1469.48,>500,>500,>500,100.0
chrX:15827291-15827559,591628,2199.36,591628,2199.36,>500,>500,>500,100.0
chrX:15833768-15834186,1204822,2875.47,1204822,2875.47,>500,>500,>500,100.0
chrX:15836610-15836848,392508,1642.29,392508,1642.29,>500,>500,>500,100.0
chrX:15838296-15838534,212248,888.07,212248,888.07,>500,>500,>500,100.0
chrX:15840826-15841494,1055814,1578.20,1055814,1578.20,>500,>500,>500,100.0
chrX:39911334-39911744,669658,1629.34,669658,1629.34,305,>500,>500,100.0
chrX:39913111-39913721,1319767,2160.01,1319767,2160.01,>500,>500,>500,100.0
chrX:39914589-39914849,331695,1270.86,331695,1270.86,>500,>500,>500,100.0
chrX:39916380-39916630,109681,436.98,109681,436.98,365,365,366,100.0
chrX:39921362-39921828,279655,598.83,279655,598.83,404,>500,>500,100.0
chrX:39921969-39922433,585169,1258.43,585169,1258.43,>500,>500,>500,100.0
chrX:39922831-39923281,596634,1322.91,596634,1322.91,>500,>500,>500,100.0
chrX:39923555-39924033,615662,1285.31,615662,1285.31,>500,>500,>500,100.0
chrX:39930198-39930630,232789,537.62,232789,537.62,357,455,>500,100.0
chrX:39930776-39931046,201371,743.07,201371,743.07,>500,>500,>500,100.0
chrX:39931480-39934481,7684794,2559.89,7684794,2559.89,>500,>500,>500,100.0
chrX:39935677-39935941,162730,614.08,162730,614.08,>500,>500,>500,100.0
chrX:39937067-39937333,62437,233.85,62437,233.85,207,209,210,100.0
chrX:44732770-44733372,426943,708.03,426943,708.03,261,>500,>500,100.0
chrX:44820449-44820723,239798,871.99,239798,871.99,>500,>500,>500,100.0
chrX:44833863-44834101,239558,1002.33,239558,1002.33,>500,>500,>500,100.0
chrX:44870174-44870440,199513,747.24,199513,747.24,>500,>500,>500,100.0
chrX:44879809-44880073,186649,704.34,186649,704.34,>500,>500,>500,100.0
chrX:44894146-44894404,353669,1365.52,353669,1365.52,>500,>500,>500,100.0
chrX:44896848-44897100,362116,1431.29,362116,1431.29,>500,>500,>500,100.0
chrX:44910922-44911196,101550,369.27,101550,369.27,336,338,339,100.0
chrX:44912990-44913410,908638,2158.29,908638,2158.29,>500,>500,>500,100.0
chrX:44918151-44918764,857184,1396.07,857184,1396.07,>500,>500,>500,100.0
chrX:44919227-44919495,260114,966.97,260114,966.97,>500,>500,>500,100.0
chrX:44920477-44920723,357954,1449.21,357954,1449.21,>500,>500,>500,100.0
chrX:44921768-44922172,456196,1126.41,456196,1126.41,>500,>500,>500,100.0
chrX:44922633-44923259,889663,1418.92,889663,1418.92,>500,>500,>500,100.0
chrX:44928696-44929714,2454391,2408.63,2454391,2408.63,>500,>500,>500,100.0
chrX:44935898-44936172,295309,1073.85,295309,1073.85,>500,>500,>500,100.0
chrX:44937607-44937833,341161,1502.91,341161,1502.91,>500,>500,>500,100.0
chrX:44938289-44938739,354920,786.96,354920,786.96,375,>500,>500,100.0
chrX:44941789-44942238,441980,982.18,441980,982.18,>500,>500,>500,100.0
chrX:44942673-44942937,595493,2247.14,595493,2247.14,>500,>500,>500,100.0
chrX:44945068-44945324,215129,837.08,215129,837.08,>500,>500,>500,100.0
chrX:44948944-44949386,394597,890.74,394597,890.74,234,>500,>500,100.0
chrX:44949930-44950161,659924,2844.50,659924,2844.50,>500,>500,>500,100.0
chrX:44966625-44966850,167324,740.37,167324,740.37,>500,>500,>500,100.0
chrX:44969284-44969546,157864,600.24,157864,600.24,>500,>500,>500,100.0
chrX:44970547-44970781,324073,1379.03,324073,1379.03,>500,>500,>500,100.0
chrX:48649472-48649918,671042,1501.21,671042,1501.21,372,>500,>500,100.0
chrX:53423363-53423601,162282,679.00,162282,679.00,>500,>500,>500,100.0
chrX:53426481-53426715,115687,492.29,115687,492.29,383,387,>500,100.0
chrX:53432398-53432658,301262,1154.26,301262,1154.26,>500,>500,>500,100.0
chrX:53441904-53442174,292194,1078.21,292194,1078.21,>500,>500,>500,100.0
chrX:76778698-76778942,134430,548.69,134430,548.69,444,449,449,100.0
chrX:76812888-76813306,578753,1381.27,578753,1381.27,>500,>500,>500,100.0
chrX:76814048-76814502,365632,803.59,365632,803.59,340,>500,>500,100.0
chrX:76829599-76830051,199692,440.82,199692,440.82,288,380,>500,100.0
chrX:76845272-76845520,390037,1566.41,390037,1566.41,>500,>500,>500,100.0
chrX:76849064-76849524,443903,962.91,443903,962.91,>500,>500,>500,100.0
chrX:76854848-76855474,928103,1480.23,928103,1480.23,>500,>500,>500,100.0
chrX:76855871-76856141,263126,970.94,263126,970.94,>500,>500,>500,100.0
chrX:76872049-76872280,251555,1084.29,251555,1084.29,>500,>500,>500,100.0
chrX:76874148-76874544,659273,1660.64,659273,1660.64,>500,>500,>500,100.0
chrX:76875825-76876099,121889,443.23,121889,443.23,401,410,410,100.0
chrX:76888661-76889325,562750,846.24,562750,846.24,>500,>500,>500,100.0
chrX:76890055-76890295,516118,2141.57,516118,2141.57,>500,>500,>500,100.0
chrX:76920104-76920332,265757,1160.51,265757,1160.51,>500,>500,>500,100.0
chrX:76931689-76931913,142686,634.16,142686,634.16,473,477,>500,100.0
chrX:76940399-76940659,109766,420.56,109766,420.56,362,368,368,100.0
chrX:123156448-123156682,283999,1208.51,283999,1208.51,>500,>500,>500,100.0
chrX:123159658-123159910,420245,1661.05,420245,1661.05,>500,>500,>500,100.0
chrX:123164775-123165011,1443236,6089.60,1443236,6089.60,>500,>500,>500,100.0
chrX:123171373-123171641,181262,673.84,181262,673.84,>500,>500,>500,100.0
chrX:123176385-123176627,4940,20.33,4940,20.33,8,8,14,19.3
chrX:123178972-123179394,571121,1350.17,571121,1350.17,>500,>500,>500,100.0
chrX:123181162-123181416,238742,936.24,238742,936.24,>500,>500,>500,100.0
chrX:123182817-123183089,343707,1259.00,343707,1259.00,>500,>500,>500,100.0
chrX:123184008-123184236,367566,1605.09,367566,1605.09,>500,>500,>500,100.0
chrX:123184843-123185283,446146,1011.67,446146,1011.67,>500,>500,>500,100.0
chrX:123189948-123190222,189245,688.16,189245,688.16,>500,>500,>500,100.0
chrX:123191594-123191975,781052,2044.64,781052,2044.64,>500,>500,>500,100.0
chrX:123195042-123195311,356894,1321.83,356894,1321.83,>500,>500,>500,100.0
chrX:123195569-123195819,369212,1470.96,369212,1470.96,>500,>500,>500,100.0
chrX:123196718-123197190,398201,841.86,398201,841.86,489,>500,>500,100.0
chrX:123197650-123198108,501178,1091.89,501178,1091.89,>500,>500,>500,100.0
chrX:123199682-123200524,800280,949.32,800280,949.32,482,>500,>500,100.0
chrX:123202292-123202548,413157,1607.61,413157,1607.61,>500,>500,>500,100.0
chrX:123204957-123205381,808770,1902.99,808770,1902.99,>500,>500,>500,100.0
chrX:123210152-123210404,216086,854.09,216086,854.09,>500,>500,>500,100.0
chrX:123211755-123211997,382860,1575.56,382860,1575.56,>500,>500,>500,100.0
chrX:123215198-123215464,168556,631.30,168556,631.30,>500,>500,>500,100.0
chrX:123217165-123217434,306487,1135.14,306487,1135.14,>500,>500,>500,100.0
chrX:123220367-123220809,1177815,2658.72,1177815,2658.72,>500,>500,>500,100.0
chrX:123224393-123225033,1151434,1796.31,1151434,1796.31,>500,>500,>500,100.0
chrX:123227828-123228102,177164,644.23,177164,644.23,>500,>500,>500,100.0
chrX:123229184-123229428,446907,1824.11,446907,1824.11,>500,>500,>500,100.0
chrX:123234394-123234622,541946,2366.58,541946,2366.58,>500,>500,>500,100.0
chrX:129139180-129139440,523562,2005.98,523562,2005.98,>500,>500,>500,100.0
chrX:129146524-129146788,249622,941.97,249622,941.97,>500,>500,>500,100.0
chrX:129146816-129150258,6537375,1898.74,6537375,1898.74,>500,>500,>500,100.0
chrX:129154928-129155189,274307,1046.97,274307,1046.97,>500,>500,>500,100.0
chrX:129156846-129157070,830393,3690.64,830393,3690.64,>500,>500,>500,100.0
chrX:129158937-129159547,1573485,2575.26,1573485,2575.26,>500,>500,>500,100.0
chrX:129162582-129163002,573104,1361.29,573104,1361.29,408,>500,>500,100.0
chrX:129171316-129171576,433856,1662.28,433856,1662.28,>500,>500,>500,100.0
chrX:129173082-129173328,301816,1221.93,301816,1221.93,>500,>500,>500,100.0
chrX:129184664-129184930,504568,1889.77,504568,1889.77,>500,>500,>500,100.0
chrX:129185805-129186063,88653,342.29,88653,342.29,292,298,298,100.0
chrX:129189801-129190271,551809,1171.57,551809,1171.57,396,>500,>500,100.0
chrX:133511618-133512290,515386,765.80,515386,765.80,475,>500,>500,100.0
chrX:133527479-133527739,144506,553.66,144506,553.66,478,485,486,100.0
chrX:133527839-133528099,328494,1258.60,328494,1258.60,>500,>500,>500,100.0
chrX:133547486-133548072,1924657,3278.80,1924657,3278.80,>500,>500,>500,100.0
chrX:133549014-133549414,437288,1090.49,437288,1090.49,>500,>500,>500,100.0
chrX:133551165-133551429,153893,580.73,153893,580.73,>500,>500,>500,100.0
chrX:133559199-133559441,244469,1006.05,244469,1006.05,>500,>500,>500,100.0
