Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr7:101870618-101871084,416608,892.09,416608,892.09,>500,>500,>500,100.0
chr7:101877303-101877709,633575,1556.70,633575,1556.70,>500,>500,>500,100.0
chr7:101882573-101883018,560129,1255.89,560129,1255.89,>500,>500,>500,100.0
chr7:101891665-101892476,277665,341.95,277665,341.95,122,210,>500,100.0
chr7:101916612-101916860,149811,601.65,149811,601.65,493,>500,>500,100.0
chr7:101917490-101917744,278358,1091.60,278358,1091.60,>500,>500,>500,100.0
chr7:101918491-101918751,262340,1005.13,262340,1005.13,>500,>500,>500,100.0
chr7:101921193-101921428,78168,331.22,78168,331.22,260,269,>500,100.0
chr7:101923304-101923551,77844,313.89,77844,313.89,258,264,267,100.0
chr7:101924073-101924345,182939,670.11,182939,670.11,>500,>500,>500,100.0
chr7:101925109-101925342,212697,908.96,212697,908.96,>500,>500,>500,100.0
chr7:101925979-101926457,17184,35.87,17184,35.87,4,6,29,26.9
chr7:140453045-140453272,596502,2616.24,596502,2616.24,>500,>500,>500,100.0
chr7:148504700-148504950,118097,470.51,118097,470.51,427,436,436,100.0
chr7:148506131-148506587,1041278,2278.51,1041278,2278.51,>500,>500,>500,100.0
chr7:148507393-148507623,182497,790.03,182497,790.03,>500,>500,>500,100.0
chr7:148508687-148508923,194052,818.78,194052,818.78,>500,>500,>500,100.0
chr7:148511021-148511279,282997,1092.65,282997,1092.65,>500,>500,>500,100.0
chr7:148511976-148512222,718184,2907.63,718184,2907.63,>500,>500,>500,100.0
chr7:148512568-148512806,299720,1254.06,299720,1254.06,>500,>500,>500,100.0
chr7:148513746-148514004,441435,1704.38,441435,1704.38,>500,>500,>500,100.0
chr7:148514280-148514524,155228,633.58,155228,633.58,>500,>500,>500,100.0
chr7:148514939-148515385,401382,897.95,401382,897.95,>500,>500,>500,100.0
chr7:148516658-148516928,156822,578.68,156822,578.68,>500,>500,>500,100.0
chr7:148523514-148523906,871652,2217.94,871652,2217.94,>500,>500,>500,100.0
chr7:148524226-148524454,702622,3068.22,702622,3068.22,>500,>500,>500,100.0
chr7:148525802-148526068,294883,1104.43,294883,1104.43,>500,>500,>500,100.0
chr7:148526790-148527050,304672,1167.33,304672,1167.33,>500,>500,>500,100.0
chr7:148529632-148529902,216389,798.48,216389,798.48,>500,>500,>500,100.0
chr7:148543516-148543786,264550,976.20,264550,976.20,>500,>500,>500,100.0
chr7:148544200-148544459,255896,984.22,255896,984.22,>500,>500,>500,100.0
chr8:117859707-117860163,422076,923.58,422076,923.58,331,>500,>500,100.0
chr8:117861157-117861409,145137,573.66,145137,573.66,480,485,485,100.0
chr8:117862815-117863088,176315,643.49,176315,643.49,>500,>500,>500,100.0
chr8:117864155-117864387,148466,637.19,148466,637.19,492,496,>500,100.0
chr8:117864758-117865030,88303,323.45,88303,323.45,296,299,300,100.0
chr8:117866362-117866802,909007,2061.24,909007,2061.24,>500,>500,>500,100.0
chr8:117868373-117868603,33148,143.50,33148,143.50,125,126,184,100.0
chr8:117868853-117869085,258451,1109.23,258451,1109.23,>500,>500,>500,100.0
chr8:117869476-117869918,643873,1453.44,643873,1453.44,>500,>500,>500,100.0
chr8:117870461-117870877,427724,1025.72,427724,1025.72,>500,>500,>500,100.0
chr8:117874034-117874262,459271,2005.55,459271,2005.55,>500,>500,>500,100.0
chr8:117875337-117875565,388367,1695.93,388367,1695.93,>500,>500,>500,100.0
chr8:117878791-117879015,352976,1568.78,352976,1568.78,>500,>500,>500,100.0
chr9:5069873-5070137,97691,368.65,97691,368.65,324,325,327,100.0
chr9:5073658-5073886,297622,1299.66,297622,1299.66,>500,>500,>500,100.0
chr9:21968198-21968431,295578,1263.15,295578,1263.15,>500,>500,>500,100.0
chr9:21968696-21968932,347695,1467.07,347695,1467.07,>500,>500,>500,100.0
chr9:21970871-21971326,227790,499.54,227790,499.54,383,394,>500,100.0
chr9:21974450-21974929,184972,385.36,184972,385.36,306,313,>500,100.0
chr9:21994106-21994561,170242,373.34,170242,373.34,1,>500,>500,52.2
chr9:133738120-133738580,568483,1233.15,568483,1233.15,>500,>500,>500,100.0
chr9:133747476-133747722,322310,1304.90,322310,1304.90,>500,>500,>500,100.0
chr9:133748219-133748463,473178,1931.34,473178,1931.34,>500,>500,>500,100.0
chr9:139390488-139392102,1332356,824.99,1332356,824.99,471,>500,>500,100.0
chr9:139396692-139397136,422723,949.94,422723,949.94,>500,>500,>500,100.0
chr9:139397602-139397867,134037,503.90,134037,503.90,439,450,452,100.0
chr9:139399095-139399737,452865,704.30,452865,704.30,315,>500,>500,100.0
chr10:89692738-89693206,286025,609.86,286025,609.86,177,>500,>500,100.0
chr10:89717568-89717976,370731,906.43,370731,906.43,381,>500,>500,100.0
chr10:112342201-112342455,193329,758.15,193329,758.15,>500,>500,>500,100.0
chr10:112343963-112344198,650396,2755.92,650396,2755.92,>500,>500,>500,100.0
chr10:112356122-112356350,190460,831.70,190460,831.70,>500,>500,>500,100.0
chr10:112360736-112360986,332154,1323.32,332154,1323.32,>500,>500,>500,100.0
chr10:112361753-112362007,399323,1565.97,399323,1565.97,>500,>500,>500,100.0
chr10:112362902-112363172,148806,549.10,148806,549.10,491,496,496,100.0
chr11:533662-534101,107378,244.04,107378,244.04,144,211,362,100.0
chr11:534182-534455,37812,138.00,37812,138.00,125,129,129,100.0
chr11:32413486-32413750,661114,2494.77,661114,2494.77,>500,>500,>500,100.0
chr11:32417771-32418019,332351,1334.74,332351,1334.74,>500,>500,>500,100.0
chr11:118307323-118307582,52395,201.52,52395,201.52,175,177,184,100.0
chr11:118343068-118343310,810992,3337.42,810992,3337.42,>500,>500,>500,100.0
chr11:118348723-118348955,729631,3131.46,729631,3131.46,>500,>500,>500,100.0
chr11:118350881-118351111,464237,2009.68,464237,2009.68,>500,>500,>500,100.0
chr11:118352430-118352690,830911,3183.57,830911,3183.57,>500,>500,>500,100.0
chr11:118353078-118353350,238712,874.40,238712,874.40,>500,>500,>500,100.0
chr11:118373971-118374237,394721,1478.36,394721,1478.36,>500,>500,>500,100.0
chr11:119148788-119149618,1266254,1523.77,1266254,1523.77,>500,>500,>500,100.0
chr12:11803034-11803276,204159,840.16,204159,840.16,>500,>500,>500,100.0
chr12:11905352-11905626,217944,792.52,217944,792.52,>500,>500,>500,100.0
chr12:11992046-11992310,320362,1208.91,320362,1208.91,>500,>500,>500,100.0
chr12:12006331-12006593,315658,1200.22,315658,1200.22,>500,>500,>500,100.0
chr12:12022330-12022976,569504,880.22,569504,880.22,492,>500,>500,100.0
chr12:12037349-12037589,459966,1908.57,459966,1908.57,>500,>500,>500,100.0
chr12:12038830-12039082,247779,979.36,247779,979.36,>500,>500,>500,100.0
chr12:12043845-12044099,219151,859.42,219151,859.42,>500,>500,>500,100.0
chr12:25380084-25380530,442734,990.46,442734,990.46,>500,>500,>500,100.0
chr12:25398174-25398416,286314,1178.25,286314,1178.25,>500,>500,>500,100.0
chr12:112888094-112888510,884880,2122.01,884880,2122.01,>500,>500,>500,100.0
chr12:112926796-112927032,536356,2263.11,536356,2263.11,>500,>500,>500,100.0
chr13:28592572-28592798,494196,2177.07,494196,2177.07,>500,>500,>500,100.0
chr13:28607887-28608541,1441130,2200.20,1441130,2200.20,>500,>500,>500,100.0
chr15:90631791-90632043,301402,1191.31,301402,1191.31,>500,>500,>500,100.0
chr17:7572893-7573131,325152,1360.47,325152,1360.47,>500,>500,>500,100.0
chr17:7573897-7574147,397152,1582.28,397152,1582.28,137,269,>500,100.0
chr17:7576497-7577347,1057554,1242.72,1057554,1242.72,>500,>500,>500,100.0
chr17:7577459-7577683,782029,3475.68,782029,3475.68,>500,>500,>500,100.0
chr17:7578145-7578619,350913,738.76,350913,738.76,439,>500,>500,100.0
chr17:7579282-7579978,478330,686.27,478330,686.27,440,478,>500,100.0
chr17:74732849-74733296,346210,772.79,346210,772.79,285,>500,>500,100.0
chr18:42531854-42532090,306409,1292.86,306409,1292.86,>500,>500,>500,100.0
chr19:13054504-13054754,235997,940.23,235997,940.23,>500,>500,>500,100.0
chr19:17947906-17948180,19327,70.28,19327,70.28,63,67,67,100.0
chr19:33792214-33793514,501481,385.46,501481,385.46,106,177,236,100.0
chr19:45297435-45297699,287606,1085.31,287606,1085.31,>500,>500,>500,100.0
chr19:45303778-45304040,171308,651.36,171308,651.36,>500,>500,>500,100.0
chr20:31022117-31025255,7133257,2272.46,7133257,2272.46,>500,>500,>500,100.0
chr20:57484373-57484802,922148,2144.53,922148,2144.53,>500,>500,>500,100.0
chr21:36164340-36164951,619020,1011.47,619020,1011.47,407,>500,>500,100.0
chr21:36171568-36171804,655698,2766.66,655698,2766.66,>500,>500,>500,100.0
chr21:36193935-36194165,213343,923.56,213343,923.56,>500,>500,>500,100.0
chr21:36206675-36207080,401634,989.25,401634,989.25,284,>500,>500,100.0
chr21:36231737-36231993,434866,1692.09,434866,1692.09,>500,>500,>500,100.0
chr21:36252824-36253050,544980,2400.79,544980,2400.79,>500,>500,>500,100.0
chr21:36259110-36259588,227158,474.23,227158,474.23,100,>500,>500,86.2
chr21:36265166-36265391,221576,980.42,221576,980.42,>500,>500,>500,100.0
chr21:36421107-36421333,324212,1428.25,324212,1428.25,>500,>500,>500,100.0
chr21:44514735-44514997,275074,1045.91,275074,1045.91,>500,>500,>500,100.0
chr21:44524309-44524551,461490,1899.14,461490,1899.14,>500,>500,>500,100.0
chrX:15808585-15808859,112597,409.44,112597,409.44,367,381,382,100.0
chrX:15809025-15809281,36752,143.00,36752,143.00,122,124,124,100.0
chrX:15817957-15818186,208827,907.94,208827,907.94,>500,>500,>500,99.6
chrX:15821771-15821999,149706,653.74,149706,653.74,497,498,>500,100.0
chrX:15822202-15822474,68768,251.90,68768,251.90,229,233,235,100.0
chrX:15826326-15826594,146496,544.59,146496,544.59,483,490,490,100.0
chrX:15827291-15827559,226902,843.50,226902,843.50,>500,>500,>500,100.0
chrX:15833768-15834186,454296,1084.24,454296,1084.24,>500,>500,>500,100.0
chrX:15836610-15836848,242920,1016.40,242920,1016.40,>500,>500,>500,100.0
chrX:15838296-15838534,103208,431.83,103208,431.83,343,344,>500,100.0
chrX:15840826-15841494,433945,648.65,433945,648.65,247,>500,>500,100.0
chrX:39911334-39911744,311083,756.89,311083,756.89,205,>500,>500,100.0
chrX:39913111-39913721,600893,983.46,600893,983.46,>500,>500,>500,100.0
chrX:39914589-39914849,163369,625.93,163369,625.93,>500,>500,>500,100.0
chrX:39916380-39916630,57770,230.16,57770,230.16,192,193,193,100.0
chrX:39921362-39921828,118167,253.03,118167,253.03,158,243,306,100.0
chrX:39921969-39922433,220978,475.22,220978,475.22,304,437,>500,100.0
chrX:39922831-39923281,341537,757.29,341537,757.29,396,>500,>500,100.0
chrX:39923555-39924033,297727,621.56,297727,621.56,497,>500,>500,100.0
chrX:39930198-39930630,149615,345.53,149615,345.53,185,331,>500,100.0
chrX:39930776-39931046,104731,386.46,104731,386.46,347,349,352,100.0
chrX:39931480-39934481,3845599,1281.01,3845599,1281.01,>500,>500,>500,99.9
chrX:39935677-39935941,65430,246.91,65430,246.91,216,218,222,100.0
chrX:39937067-39937333,39821,149.14,39821,149.14,132,135,135,100.0
chrX:44732770-44733372,283206,469.66,283206,469.66,167,449,>500,100.0
chrX:44820449-44820723,118225,429.91,118225,429.91,388,398,398,100.0
chrX:44833863-44834101,133982,560.59,133982,560.59,443,447,>500,100.0
chrX:44870174-44870440,117568,440.33,117568,440.33,388,393,393,100.0
chrX:44879809-44880073,133972,505.55,133972,505.55,442,448,450,100.0
chrX:44894146-44894404,139290,537.80,139290,537.80,461,464,464,100.0
chrX:44896848-44897100,167200,660.87,167200,660.87,>500,>500,>500,100.0
chrX:44910922-44911196,69610,253.13,69610,253.13,231,232,232,100.0
chrX:44912990-44913410,380679,904.23,380679,904.23,422,>500,>500,100.0
chrX:44918151-44918764,433119,705.41,433119,705.41,495,>500,>500,100.0
chrX:44919227-44919495,150738,560.36,150738,560.36,496,>500,>500,100.0
chrX:44920477-44920723,181080,733.12,181080,733.12,>500,>500,>500,100.0
chrX:44921768-44922172,224062,553.24,224062,553.24,307,461,>500,100.0
chrX:44922633-44923259,452020,720.93,452020,720.93,341,>500,>500,100.0
chrX:44928696-44929714,1045936,1026.43,1045936,1026.43,404,>500,>500,100.0
chrX:44935898-44936172,168206,611.66,168206,611.66,>500,>500,>500,100.0
chrX:44937607-44937833,203966,898.53,203966,898.53,>500,>500,>500,100.0
chrX:44938289-44938739,164003,363.64,164003,363.64,225,323,>500,100.0
chrX:44941789-44942238,289458,643.24,289458,643.24,>500,>500,>500,100.0
chrX:44942673-44942937,262925,992.17,262925,992.17,>500,>500,>500,100.0
chrX:44945068-44945324,118127,459.64,118127,459.64,388,397,397,100.0
chrX:44948944-44949386,239495,540.62,239495,540.62,165,>500,>500,100.0
chrX:44949930-44950161,319763,1378.29,319763,1378.29,>500,>500,>500,100.0
chrX:44966625-44966850,91058,402.91,91058,402.91,302,306,>500,100.0
chrX:44969284-44969546,97400,370.34,97400,370.34,323,325,325,100.0
chrX:44970547-44970781,178340,758.89,178340,758.89,>500,>500,>500,100.0
chrX:48649472-48649918,406751,909.96,406751,909.96,209,>500,>500,100.0
chrX:53423363-53423601,100628,421.04,100628,421.04,330,340,>500,100.0
chrX:53426481-53426715,78077,332.24,78077,332.24,257,263,>500,100.0
chrX:53432398-53432658,154518,592.02,154518,592.02,>500,>500,>500,100.0
chrX:53441904-53442174,109217,403.01,109217,403.01,360,368,369,100.0
chrX:76778698-76778942,85489,348.93,85489,348.93,282,288,288,100.0
chrX:76812888-76813306,343733,820.37,343733,820.37,>500,>500,>500,100.0
chrX:76814048-76814502,196665,432.23,196665,432.23,256,400,>500,100.0
chrX:76829599-76830051,133117,293.86,133117,293.86,189,256,427,100.0
chrX:76845272-76845520,225949,907.43,225949,907.43,>500,>500,>500,100.0
chrX:76849064-76849524,219801,476.79,219801,476.79,367,372,>500,100.0
chrX:76854848-76855474,462356,737.41,462356,737.41,303,>500,>500,100.0
chrX:76855871-76856141,118957,438.96,118957,438.96,394,396,398,100.0
chrX:76872049-76872280,163899,706.46,163899,706.46,>500,>500,>500,100.0
chrX:76874148-76874544,400224,1008.12,400224,1008.12,>500,>500,>500,100.0
chrX:76875825-76876099,76474,278.09,76474,278.09,253,255,256,100.0
chrX:76888661-76889325,336295,505.71,336295,505.71,417,425,>500,100.0
chrX:76890055-76890295,226250,938.80,226250,938.80,>500,>500,>500,100.0
chrX:76920104-76920332,172297,752.39,172297,752.39,>500,>500,>500,100.0
chrX:76931689-76931913,68397,303.99,68397,303.99,224,231,453,100.0
chrX:76940399-76940659,91660,351.19,91660,351.19,300,309,310,100.0
chrX:123156448-123156682,165121,702.64,165121,702.64,>500,>500,>500,100.0
chrX:123159658-123159910,212274,839.03,212274,839.03,>500,>500,>500,100.0
chrX:123164775-123165011,376013,1586.55,376013,1586.55,>500,>500,>500,100.0
chrX:123171373-123171641,100725,374.44,100725,374.44,333,337,337,100.0
chrX:123176385-123176627,2614,10.76,2614,10.76,4,4,7,14.0
chrX:123178972-123179394,364318,861.27,364318,861.27,490,>500,>500,100.0
chrX:123181162-123181416,97015,380.45,97015,380.45,321,325,326,100.0
chrX:123182817-123183089,221545,811.52,221545,811.52,>500,>500,>500,100.0
chrX:123184008-123184236,219234,957.35,219234,957.35,>500,>500,>500,100.0
chrX:123184843-123185283,293610,665.78,293610,665.78,358,>500,>500,100.0
chrX:123189948-123190222,83823,304.81,83823,304.81,277,280,282,100.0
chrX:123191594-123191975,425714,1114.43,425714,1114.43,>500,>500,>500,100.0
chrX:123195042-123195311,162138,600.51,162138,600.51,>500,>500,>500,100.0
chrX:123195569-123195819,162089,645.77,162089,645.77,>500,>500,>500,100.0
chrX:123196718-123197190,226151,478.12,226151,478.12,374,386,>500,100.0
chrX:123197650-123198108,272900,594.55,272900,594.55,434,482,>500,100.0
chrX:123199682-123200524,484997,575.32,484997,575.32,355,>500,>500,100.0
chrX:123202292-123202548,229782,894.09,229782,894.09,>500,>500,>500,100.0
chrX:123204957-123205381,473609,1114.37,473609,1114.37,>500,>500,>500,100.0
chrX:123210152-123210404,120633,476.81,120633,476.81,401,401,401,100.0
chrX:123211755-123211997,191339,787.40,191339,787.40,>500,>500,>500,100.0
chrX:123215198-123215464,109505,410.13,109505,410.13,360,368,369,100.0
chrX:123217165-123217434,173185,641.43,173185,641.43,>500,>500,>500,100.0
chrX:123220367-123220809,568048,1282.28,568048,1282.28,486,>500,>500,100.0
chrX:123224393-123225033,605192,944.14,605192,944.14,>500,>500,>500,100.0
chrX:123227828-123228102,94935,345.22,94935,345.22,314,316,317,100.0
chrX:123229184-123229428,178144,727.12,178144,727.12,>500,>500,>500,100.0
chrX:123234394-123234622,252373,1102.07,252373,1102.07,>500,>500,>500,100.0
chrX:129139180-129139440,233480,894.56,233480,894.56,>500,>500,>500,100.0
chrX:129146524-129146788,117010,441.55,117010,441.55,388,390,391,100.0
chrX:129146816-129150258,3150100,914.93,3150100,914.93,>500,>500,>500,100.0
chrX:129154928-129155189,113352,432.64,113352,432.64,373,382,386,100.0
chrX:129156846-129157070,290957,1293.14,290957,1293.14,>500,>500,>500,100.0
chrX:129158937-129159547,717229,1173.86,717229,1173.86,>500,>500,>500,100.0
chrX:129162582-129163002,230614,547.78,230614,547.78,241,>500,>500,100.0
chrX:129171316-129171576,246286,943.62,246286,943.62,>500,>500,>500,100.0
chrX:129173082-129173328,145164,587.71,145164,587.71,478,488,488,100.0
chrX:129184664-129184930,247936,928.60,247936,928.60,>500,>500,>500,100.0
chrX:129185805-129186063,45853,177.04,45853,177.04,151,155,156,100.0
chrX:129189801-129190271,261931,556.12,261931,556.12,192,>500,>500,100.0
chrX:133511618-133512290,283050,420.58,283050,420.58,263,422,>500,100.0
chrX:133527479-133527739,113006,432.97,113006,432.97,372,381,381,100.0
chrX:133527839-133528099,105606,404.62,105606,404.62,348,354,354,100.0
chrX:133547486-133548072,819863,1396.70,819863,1396.70,>500,>500,>500,100.0
chrX:133549014-133549414,233322,581.85,233322,581.85,>500,>500,>500,100.0
chrX:133551165-133551429,86435,326.17,86435,326.17,284,291,291,100.0
chrX:133559199-133559441,134010,551.48,134010,551.48,444,447,458,100.0
