Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr4:106190735-106190981,238165,964.23,238165,964.23,>500,>500,>500,100.0
chr4:106193691-106194163,1272590,2690.47,1272590,2690.47,>500,>500,>500,100.0
chr4:106196077-106197717,4556460,2776.64,4556460,2776.64,>500,>500,>500,100.0
chr4:153245306-153245758,732412,1616.80,732412,1616.80,>500,>500,>500,100.0
chr4:153247128-153247584,512005,1120.36,512005,1120.36,424,>500,>500,100.0
chr4:153249332-153249764,512655,1183.96,512655,1183.96,>500,>500,>500,100.0
chr5:170837493-170837717,389366,1730.52,389366,1730.52,>500,>500,>500,100.0
chr7:50358629-50358889,472194,1809.17,472194,1809.17,>500,>500,>500,100.0
chr7:50367205-50367433,606787,2649.72,606787,2649.72,>500,>500,>500,100.0
chr7:50444202-50444666,870570,1872.19,870570,1872.19,>500,>500,>500,100.0
chr7:50450213-50450462,364039,1456.16,364039,1456.16,>500,>500,>500,100.0
chr7:50455014-50455274,125204,479.71,125204,479.71,410,423,423,100.0
chr7:50459398-50459640,547696,2253.89,547696,2253.89,>500,>500,>500,100.0
chr7:50467593-50468449,864945,1009.27,864945,1009.27,374,>500,>500,100.0
chr7:101459282-101459534,980,3.87,980,3.87,4,5,5,0.0
chr7:101460891-101461145,370607,1453.36,370607,1453.36,>500,>500,>500,100.0
chr7:101559366-101559608,578359,2380.08,578359,2380.08,>500,>500,>500,100.0
chr7:101671351-101671597,470144,1903.42,470144,1903.42,>500,>500,>500,100.0
chr7:101713588-101713862,312642,1136.88,312642,1136.88,>500,>500,>500,100.0
chr7:101740617-101740883,211740,793.03,211740,793.03,>500,>500,>500,100.0
chr7:101747571-101747799,458230,2001.00,458230,2001.00,>500,>500,>500,100.0
chr7:101754951-101755197,529043,2141.87,529043,2141.87,>500,>500,>500,100.0
chr7:101758386-101758618,420909,1806.48,420909,1806.48,>500,>500,>500,100.0
chr7:101801813-101802047,569234,2422.27,569234,2422.27,>500,>500,>500,100.0
chr7:101813697-101813965,212256,789.06,212256,789.06,>500,>500,>500,100.0
chr7:101821720-101822148,464390,1082.49,464390,1082.49,>500,>500,>500,100.0
chr7:101833060-101833300,420305,1744.00,420305,1744.00,>500,>500,>500,100.0
chr7:101837095-101837325,781915,3384.91,781915,3384.91,>500,>500,>500,100.0
chr7:101838760-101839026,166931,625.21,166931,625.21,>500,>500,>500,100.0
chr7:101839885-101840713,1433969,1729.76,1433969,1729.76,>500,>500,>500,100.0
chr7:101842051-101842295,316732,1292.78,316732,1292.78,>500,>500,>500,100.0
chr7:101843326-101843592,594267,2225.72,594267,2225.72,>500,>500,>500,100.0
chr7:101844615-101845666,1897570,1803.77,1897570,1803.77,>500,>500,>500,100.0
chr7:101847648-101847914,237997,891.37,237997,891.37,>500,>500,>500,100.0
chr7:101848357-101848629,143832,526.86,143832,526.86,473,482,483,100.0
chr7:101870618-101871084,565169,1210.21,565169,1210.21,>500,>500,>500,100.0
chr7:101877303-101877709,622520,1529.53,622520,1529.53,>500,>500,>500,100.0
chr7:101882573-101883018,630808,1414.37,630808,1414.37,>500,>500,>500,100.0
chr7:101891665-101892476,292825,360.62,292825,360.62,115,223,>500,100.0
chr7:101916612-101916860,159946,642.35,159946,642.35,>500,>500,>500,100.0
chr7:101917490-101917744,321789,1261.92,321789,1261.92,>500,>500,>500,100.0
chr7:101918491-101918751,281196,1077.38,281196,1077.38,>500,>500,>500,100.0
chr7:101921193-101921428,68959,292.20,68959,292.20,229,234,444,100.0
chr7:101923304-101923551,51514,207.72,51514,207.72,170,177,178,100.0
chr7:101924073-101924345,248236,909.29,248236,909.29,>500,>500,>500,100.0
chr7:101925109-101925342,311611,1331.67,311611,1331.67,>500,>500,>500,100.0
chr7:101925979-101926457,17039,35.57,17039,35.57,2,3,16,25.5
chr7:140453045-140453272,813570,3568.29,813570,3568.29,>500,>500,>500,100.0
chr7:148504700-148504950,127359,507.41,127359,507.41,469,480,480,100.0
chr7:148506131-148506587,1156557,2530.76,1156557,2530.76,>500,>500,>500,100.0
chr7:148507393-148507623,286579,1240.60,286579,1240.60,>500,>500,>500,100.0
chr7:148508687-148508923,255997,1080.16,255997,1080.16,>500,>500,>500,100.0
chr7:148511021-148511279,717412,2769.93,717412,2769.93,>500,>500,>500,100.0
chr7:148511976-148512222,1000584,4050.95,1000584,4050.95,>500,>500,>500,100.0
chr7:148512568-148512806,342342,1432.39,342342,1432.39,>500,>500,>500,100.0
chr7:148513746-148514004,488656,1886.70,488656,1886.70,>500,>500,>500,100.0
chr7:148514280-148514524,154322,629.89,154322,629.89,>500,>500,>500,100.0
chr7:148514939-148515385,581825,1301.62,581825,1301.62,>500,>500,>500,100.0
chr7:148516658-148516928,234882,866.72,234882,866.72,>500,>500,>500,100.0
chr7:148523514-148523906,1201970,3058.45,1201970,3058.45,>500,>500,>500,100.0
chr7:148524226-148524454,646455,2822.95,646455,2822.95,>500,>500,>500,100.0
chr7:148525802-148526068,386606,1447.96,386606,1447.96,>500,>500,>500,100.0
chr7:148526790-148527050,505995,1938.68,505995,1938.68,>500,>500,>500,100.0
chr7:148529632-148529902,341382,1259.71,341382,1259.71,>500,>500,>500,100.0
chr7:148543516-148543786,407324,1503.04,407324,1503.04,>500,>500,>500,100.0
chr7:148544200-148544459,387876,1491.83,387876,1491.83,>500,>500,>500,100.0
chr8:117859707-117860163,493203,1079.22,493203,1079.22,398,>500,>500,100.0
chr8:117861157-117861409,178939,707.27,178939,707.27,>500,>500,>500,100.0
chr8:117862815-117863088,212854,776.84,212854,776.84,>500,>500,>500,100.0
chr8:117864155-117864387,265056,1137.58,265056,1137.58,>500,>500,>500,100.0
chr8:117864758-117865030,154379,565.49,154379,565.49,>500,>500,>500,100.0
chr8:117866362-117866802,1294065,2934.39,1294065,2934.39,>500,>500,>500,100.0
chr8:117868373-117868603,38951,168.62,38951,168.62,144,147,225,100.0
chr8:117868853-117869085,345815,1484.18,345815,1484.18,>500,>500,>500,100.0
chr8:117869476-117869918,945209,2133.65,945209,2133.65,>500,>500,>500,100.0
chr8:117870461-117870877,666502,1598.33,666502,1598.33,>500,>500,>500,100.0
chr8:117874034-117874262,528183,2306.48,528183,2306.48,>500,>500,>500,100.0
chr8:117875337-117875565,421159,1839.12,421159,1839.12,>500,>500,>500,100.0
chr8:117878791-117879015,353655,1571.80,353655,1571.80,>500,>500,>500,100.0
chr9:5069873-5070137,187247,706.59,187247,706.59,>500,>500,>500,100.0
chr9:5073658-5073886,612707,2675.58,612707,2675.58,>500,>500,>500,100.0
chr9:21968198-21968431,383150,1637.39,383150,1637.39,>500,>500,>500,100.0
chr9:21968696-21968932,433868,1830.67,433868,1830.67,>500,>500,>500,100.0
chr9:21970871-21971326,265838,582.98,265838,582.98,375,>500,>500,100.0
chr9:21974450-21974929,249779,520.37,249779,520.37,409,423,>500,100.0
chr9:21994106-21994561,172312,377.88,172312,377.88,1,>500,>500,52.2
chr9:133738120-133738580,665149,1442.84,665149,1442.84,>500,>500,>500,100.0
chr9:133747476-133747722,376996,1526.30,376996,1526.30,>500,>500,>500,100.0
chr9:133748219-133748463,550983,2248.91,550983,2248.91,>500,>500,>500,100.0
chr9:139390488-139392102,1574198,974.74,1574198,974.74,>500,>500,>500,100.0
chr9:139396692-139397136,584035,1312.44,584035,1312.44,>500,>500,>500,100.0
chr9:139397602-139397867,175417,659.46,175417,659.46,>500,>500,>500,100.0
chr9:139399095-139399737,553739,861.18,553739,861.18,464,498,>500,100.0
chr10:89692738-89693206,497790,1061.39,497790,1061.39,266,>500,>500,100.0
chr10:89717568-89717976,367629,898.85,367629,898.85,436,>500,>500,100.0
chr10:112342201-112342455,359489,1409.76,359489,1409.76,>500,>500,>500,100.0
chr10:112343963-112344198,744563,3154.93,744563,3154.93,>500,>500,>500,100.0
chr10:112356122-112356350,173170,756.20,173170,756.20,>500,>500,>500,100.0
chr10:112360736-112360986,505465,2013.80,505465,2013.80,>500,>500,>500,100.0
chr10:112361753-112362007,493781,1936.40,493781,1936.40,>500,>500,>500,100.0
chr10:112362902-112363172,287973,1062.63,287973,1062.63,>500,>500,>500,100.0
chr11:533662-534101,139243,316.46,139243,316.46,156,301,469,100.0
chr11:534182-534455,75660,276.13,75660,276.13,248,256,256,100.0
chr11:32413486-32413750,677871,2558.00,677871,2558.00,>500,>500,>500,100.0
chr11:32417771-32418019,412145,1655.20,412145,1655.20,>500,>500,>500,100.0
chr11:118307323-118307582,56572,217.58,56572,217.58,191,194,203,100.0
chr11:118343068-118343310,924922,3806.26,924922,3806.26,>500,>500,>500,100.0
chr11:118348723-118348955,959674,4118.77,959674,4118.77,>500,>500,>500,100.0
chr11:118350881-118351111,584388,2529.82,584388,2529.82,>500,>500,>500,100.0
chr11:118352430-118352690,1157427,4434.59,1157427,4434.59,>500,>500,>500,100.0
chr11:118353078-118353350,330569,1210.88,330569,1210.88,>500,>500,>500,100.0
chr11:118373971-118374237,495516,1855.87,495516,1855.87,>500,>500,>500,100.0
chr11:119148788-119149618,1870440,2250.83,1870440,2250.83,>500,>500,>500,100.0
chr12:11803034-11803276,231454,952.49,231454,952.49,>500,>500,>500,100.0
chr12:11905352-11905626,240596,874.89,240596,874.89,>500,>500,>500,100.0
chr12:11992046-11992310,318730,1202.75,318730,1202.75,>500,>500,>500,100.0
chr12:12006331-12006593,421244,1601.69,421244,1601.69,>500,>500,>500,100.0
chr12:12022330-12022976,658694,1018.07,658694,1018.07,>500,>500,>500,100.0
chr12:12037349-12037589,470556,1952.51,470556,1952.51,>500,>500,>500,100.0
chr12:12038830-12039082,297473,1175.78,297473,1175.78,>500,>500,>500,100.0
chr12:12043845-12044099,291083,1141.50,291083,1141.50,>500,>500,>500,100.0
chr12:25380084-25380530,738572,1652.29,738572,1652.29,>500,>500,>500,100.0
chr12:25398174-25398416,440382,1812.27,440382,1812.27,>500,>500,>500,100.0
chr12:112888094-112888510,1227797,2944.36,1227797,2944.36,>500,>500,>500,100.0
chr12:112926796-112927032,575227,2427.12,575227,2427.12,>500,>500,>500,100.0
chr13:28592572-28592798,760460,3350.04,760460,3350.04,>500,>500,>500,100.0
chr13:28607887-28608541,2162481,3301.50,2162481,3301.50,>500,>500,>500,100.0
chr15:90631791-90632043,551154,2178.47,551154,2178.47,>500,>500,>500,100.0
chr17:7572893-7573131,245201,1025.95,245201,1025.95,>500,>500,>500,100.0
chr17:7573897-7574147,351922,1402.08,351922,1402.08,303,>500,>500,100.0
chr17:7576497-7577347,1482714,1742.32,1482714,1742.32,>500,>500,>500,100.0
chr17:7577459-7577683,1221042,5426.85,1221042,5426.85,>500,>500,>500,100.0
chr17:7578145-7578619,476113,1002.34,476113,1002.34,>500,>500,>500,100.0
chr17:7579282-7579978,595919,854.98,595919,854.98,>500,>500,>500,99.1
chr17:74732849-74733296,484423,1081.30,484423,1081.30,305,>500,>500,100.0
chr18:42531854-42532090,379417,1600.92,379417,1600.92,>500,>500,>500,100.0
chr19:13054504-13054754,287179,1144.14,287179,1144.14,>500,>500,>500,100.0
chr19:17947906-17948180,27452,99.83,27452,99.83,91,93,93,100.0
chr19:33792214-33793514,633880,487.23,633880,487.23,169,196,372,100.0
chr19:45297435-45297699,291881,1101.44,291881,1101.44,>500,>500,>500,100.0
chr19:45303778-45304040,261861,995.67,261861,995.67,>500,>500,>500,100.0
chr20:31022117-31025255,8526625,2716.35,8526625,2716.35,>500,>500,>500,100.0
chr20:57484373-57484802,946016,2200.04,946016,2200.04,>500,>500,>500,100.0
chr21:36164340-36164951,938266,1533.11,938266,1533.11,495,>500,>500,100.0
chr21:36171568-36171804,722109,3046.87,722109,3046.87,>500,>500,>500,100.0
chr21:36193935-36194165,320410,1387.06,320410,1387.06,>500,>500,>500,100.0
chr21:36206675-36207080,425166,1047.21,425166,1047.21,309,>500,>500,100.0
chr21:36231737-36231993,827167,3218.55,827167,3218.55,>500,>500,>500,100.0
chr21:36252824-36253050,748234,3296.19,748234,3296.19,>500,>500,>500,100.0
chr21:36259110-36259588,272749,569.41,272749,569.41,146,>500,>500,86.4
chr21:36265166-36265391,326365,1444.09,326365,1444.09,>500,>500,>500,100.0
chr21:36421107-36421333,626613,2760.41,626613,2760.41,>500,>500,>500,100.0
chr21:44514735-44514997,342064,1300.62,342064,1300.62,>500,>500,>500,100.0
chr21:44524309-44524551,530211,2181.94,530211,2181.94,>500,>500,>500,100.0
chrX:15808585-15808859,160372,583.17,160372,583.17,>500,>500,>500,100.0
chrX:15809025-15809281,53414,207.84,53414,207.84,177,179,181,100.0
chrX:15817957-15818186,313861,1364.61,313861,1364.61,>500,>500,>500,99.6
chrX:15821771-15821999,138565,605.09,138565,605.09,459,461,>500,100.0
chrX:15822202-15822474,119710,438.50,119710,438.50,398,407,409,100.0
chrX:15826326-15826594,277285,1030.80,277285,1030.80,>500,>500,>500,100.0
chrX:15827291-15827559,344605,1281.06,344605,1281.06,>500,>500,>500,100.0
chrX:15833768-15834186,481209,1148.47,481209,1148.47,>500,>500,>500,100.0
chrX:15836610-15836848,279077,1167.69,279077,1167.69,>500,>500,>500,100.0
chrX:15838296-15838534,76184,318.76,76184,318.76,253,254,>500,100.0
chrX:15840826-15841494,661039,988.10,661039,988.10,404,>500,>500,100.0
chrX:39911334-39911744,378574,921.10,378574,921.10,368,>500,>500,100.0
chrX:39913111-39913721,991601,1622.91,991601,1622.91,>500,>500,>500,100.0
chrX:39914589-39914849,209254,801.74,209254,801.74,>500,>500,>500,100.0
chrX:39916380-39916630,58936,234.80,58936,234.80,193,200,200,100.0
chrX:39921362-39921828,148570,318.14,148570,318.14,189,315,374,100.0
chrX:39921969-39922433,304894,655.69,304894,655.69,425,>500,>500,100.0
chrX:39922831-39923281,378737,839.77,378737,839.77,363,>500,>500,100.0
chrX:39923555-39924033,337084,703.72,337084,703.72,>500,>500,>500,100.0
chrX:39930198-39930630,211393,488.21,211393,488.21,350,395,>500,100.0
chrX:39930776-39931046,122259,451.14,122259,451.14,406,408,410,100.0
chrX:39931480-39934481,4892250,1629.66,4892250,1629.66,>500,>500,>500,100.0
chrX:39935677-39935941,79491,299.97,79491,299.97,261,268,269,100.0
chrX:39937067-39937333,67900,254.31,67900,254.31,226,227,227,100.0
chrX:44732770-44733372,382967,635.10,382967,635.10,269,>500,>500,100.0
chrX:44820449-44820723,275915,1003.33,275915,1003.33,>500,>500,>500,100.0
chrX:44833863-44834101,250152,1046.66,250152,1046.66,>500,>500,>500,100.0
chrX:44870174-44870440,147413,552.11,147413,552.11,488,491,491,100.0
chrX:44879809-44880073,247710,934.75,247710,934.75,>500,>500,>500,100.0
chrX:44894146-44894404,179125,691.60,179125,691.60,>500,>500,>500,100.0
chrX:44896848-44897100,209029,826.20,209029,826.20,>500,>500,>500,100.0
chrX:44910922-44911196,67424,245.18,67424,245.18,224,224,225,100.0
chrX:44912990-44913410,490916,1166.07,490916,1166.07,465,>500,>500,100.0
chrX:44918151-44918764,669842,1090.95,669842,1090.95,>500,>500,>500,100.0
chrX:44919227-44919495,226166,840.77,226166,840.77,>500,>500,>500,100.0
chrX:44920477-44920723,241802,978.96,241802,978.96,>500,>500,>500,100.0
chrX:44921768-44922172,399533,986.50,399533,986.50,380,>500,>500,100.0
chrX:44922633-44923259,607776,969.34,607776,969.34,398,>500,>500,100.0
chrX:44928696-44929714,1588993,1559.37,1588993,1559.37,>500,>500,>500,100.0
chrX:44935898-44936172,227831,828.48,227831,828.48,>500,>500,>500,100.0
chrX:44937607-44937833,290615,1280.24,290615,1280.24,>500,>500,>500,100.0
chrX:44938289-44938739,193387,428.80,193387,428.80,224,423,>500,100.0
chrX:44941789-44942238,316285,702.86,316285,702.86,>500,>500,>500,100.0
chrX:44942673-44942937,392108,1479.65,392108,1479.65,>500,>500,>500,100.0
chrX:44945068-44945324,136383,530.67,136383,530.67,452,454,454,100.0
chrX:44948944-44949386,417060,941.44,417060,941.44,186,>500,>500,100.0
chrX:44949930-44950161,327881,1413.28,327881,1413.28,>500,>500,>500,100.0
chrX:44966625-44966850,129593,573.42,129593,573.42,427,436,>500,100.0
chrX:44969284-44969546,96663,367.54,96663,367.54,320,322,322,100.0
chrX:44970547-44970781,246261,1047.92,246261,1047.92,>500,>500,>500,100.0
chrX:48649472-48649918,425814,952.60,425814,952.60,171,>500,>500,100.0
chrX:53423363-53423601,122894,514.20,122894,514.20,406,413,>500,100.0
chrX:53426481-53426715,82300,350.21,82300,350.21,274,275,>500,100.0
chrX:53432398-53432658,186487,714.51,186487,714.51,>500,>500,>500,100.0
chrX:53441904-53442174,236333,872.08,236333,872.08,>500,>500,>500,100.0
chrX:76778698-76778942,158368,646.40,158368,646.40,>500,>500,>500,100.0
chrX:76812888-76813306,564016,1346.10,564016,1346.10,>500,>500,>500,100.0
chrX:76814048-76814502,264476,581.27,264476,581.27,384,>500,>500,100.0
chrX:76829599-76830051,187956,414.91,187956,414.91,305,325,>500,100.0
chrX:76845272-76845520,207321,832.61,207321,832.61,>500,>500,>500,100.0
chrX:76849064-76849524,367957,798.17,367957,798.17,451,>500,>500,100.0
chrX:76854848-76855474,601472,959.29,601472,959.29,>500,>500,>500,100.0
chrX:76855871-76856141,169939,627.08,169939,627.08,>500,>500,>500,100.0
chrX:76872049-76872280,198750,856.68,198750,856.68,>500,>500,>500,100.0
chrX:76874148-76874544,536291,1350.86,536291,1350.86,>500,>500,>500,100.0
chrX:76875825-76876099,120590,438.51,120590,438.51,400,402,402,100.0
chrX:76888661-76889325,420510,632.35,420510,632.35,461,>500,>500,100.0
chrX:76890055-76890295,299217,1241.56,299217,1241.56,>500,>500,>500,100.0
chrX:76920104-76920332,206567,902.04,206567,902.04,>500,>500,>500,100.0
chrX:76931689-76931913,89397,397.32,89397,397.32,296,299,>500,100.0
chrX:76940399-76940659,106873,409.48,106873,409.48,350,361,361,100.0
chrX:123156448-123156682,241641,1028.26,241641,1028.26,>500,>500,>500,100.0
chrX:123159658-123159910,251814,995.31,251814,995.31,>500,>500,>500,100.0
chrX:123164775-123165011,783821,3307.26,783821,3307.26,>500,>500,>500,100.0
chrX:123171373-123171641,126600,470.63,126600,470.63,418,423,424,100.0
chrX:123176385-123176627,296,1.22,296,1.22,1,2,2,0.0
chrX:123178972-123179394,583434,1379.28,583434,1379.28,>500,>500,>500,100.0
chrX:123181162-123181416,237708,932.19,237708,932.19,>500,>500,>500,100.0
chrX:123182817-123183089,272865,999.51,272865,999.51,>500,>500,>500,100.0
chrX:123184008-123184236,225132,983.11,225132,983.11,>500,>500,>500,100.0
chrX:123184843-123185283,467431,1059.93,467431,1059.93,496,>500,>500,100.0
chrX:123189948-123190222,139851,508.55,139851,508.55,463,466,466,100.0
chrX:123191594-123191975,664165,1738.65,664165,1738.65,>500,>500,>500,100.0
chrX:123195042-123195311,334105,1237.43,334105,1237.43,>500,>500,>500,100.0
chrX:123195569-123195819,190238,757.92,190238,757.92,>500,>500,>500,100.0
chrX:123196718-123197190,303525,641.70,303525,641.70,463,>500,>500,100.0
chrX:123197650-123198108,405978,884.48,405978,884.48,>500,>500,>500,100.0
chrX:123199682-123200524,589795,699.64,589795,699.64,406,>500,>500,100.0
chrX:123202292-123202548,373746,1454.26,373746,1454.26,>500,>500,>500,100.0
chrX:123204957-123205381,528949,1244.59,528949,1244.59,>500,>500,>500,100.0
chrX:123210152-123210404,186485,737.09,186485,737.09,>500,>500,>500,100.0
chrX:123211755-123211997,368056,1514.63,368056,1514.63,>500,>500,>500,100.0
chrX:123215198-123215464,107068,401.00,107068,401.00,351,361,361,100.0
chrX:123217165-123217434,198988,736.99,198988,736.99,>500,>500,>500,100.0
chrX:123220367-123220809,607612,1371.58,607612,1371.58,>500,>500,>500,100.0
chrX:123224393-123225033,709882,1107.46,709882,1107.46,>500,>500,>500,100.0
chrX:123227828-123228102,140060,509.31,140060,509.31,463,466,469,100.0
chrX:123229184-123229428,160024,653.16,160024,653.16,>500,>500,>500,100.0
chrX:123234394-123234622,280312,1224.07,280312,1224.07,>500,>500,>500,100.0
chrX:129139180-129139440,457388,1752.44,457388,1752.44,>500,>500,>500,100.0
chrX:129146524-129146788,127690,481.85,127690,481.85,421,428,430,100.0
chrX:129146816-129150258,4142408,1203.14,4142408,1203.14,>500,>500,>500,100.0
chrX:129154928-129155189,162449,620.03,162449,620.03,>500,>500,>500,100.0
chrX:129156846-129157070,337990,1502.18,337990,1502.18,>500,>500,>500,100.0
chrX:129158937-129159547,904219,1479.90,904219,1479.90,>500,>500,>500,100.0
chrX:129162582-129163002,270600,642.76,270600,642.76,242,>500,>500,100.0
chrX:129171316-129171576,280642,1075.26,280642,1075.26,>500,>500,>500,100.0
chrX:129173082-129173328,175179,709.23,175179,709.23,>500,>500,>500,100.0
chrX:129184664-129184930,391120,1464.87,391120,1464.87,>500,>500,>500,100.0
chrX:129185805-129186063,69665,268.98,69665,268.98,229,235,235,100.0
chrX:129189801-129190271,393059,834.52,393059,834.52,251,>500,>500,100.0
chrX:133511618-133512290,448918,667.04,448918,667.04,433,>500,>500,100.0
chrX:133527479-133527739,148233,567.94,148233,567.94,489,498,498,100.0
chrX:133527839-133528099,176003,674.34,176003,674.34,>500,>500,>500,100.0
chrX:133547486-133548072,863123,1470.40,863123,1470.40,>500,>500,>500,100.0
chrX:133549014-133549414,290832,725.27,290832,725.27,>500,>500,>500,100.0
chrX:133551165-133551429,118391,446.76,118391,446.76,393,393,394,100.0
chrX:133559199-133559441,202339,832.67,202339,832.67,>500,>500,>500,100.0
