Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr7:101671351-101671597,433508,1755.09,433508,1755.09,>500,>500,>500,100.0
chr7:101713588-101713862,207730,755.38,207730,755.38,>500,>500,>500,100.0
chr7:101740617-101740883,348513,1305.29,348513,1305.29,>500,>500,>500,100.0
chr7:101747571-101747799,832411,3634.98,832411,3634.98,>500,>500,>500,100.0
chr7:101754951-101755197,609248,2466.59,609248,2466.59,>500,>500,>500,100.0
chr7:101758386-101758618,421741,1810.05,421741,1810.05,>500,>500,>500,100.0
chr7:101801813-101802047,551257,2345.77,551257,2345.77,>500,>500,>500,100.0
chr7:101813697-101813965,296729,1103.08,296729,1103.08,>500,>500,>500,100.0
chr7:101821720-101822148,485795,1132.39,485795,1132.39,>500,>500,>500,100.0
chr7:101833060-101833300,250346,1038.78,250346,1038.78,>500,>500,>500,100.0
chr7:101837095-101837325,988350,4278.57,988350,4278.57,>500,>500,>500,100.0
chr7:101838760-101839026,200557,751.15,200557,751.15,>500,>500,>500,100.0
chr7:101839885-101840713,1264324,1525.12,1264324,1525.12,>500,>500,>500,100.0
chr7:101842051-101842295,521206,2127.37,521206,2127.37,>500,>500,>500,100.0
chr7:101843326-101843592,474023,1775.37,474023,1775.37,>500,>500,>500,100.0
chr7:101844615-101845666,2130129,2024.84,2130129,2024.84,>500,>500,>500,100.0
chr7:101847648-101847914,282430,1057.79,282430,1057.79,>500,>500,>500,100.0
chr7:101848357-101848629,129303,473.64,129303,473.64,426,433,435,100.0
chr7:101870618-101871084,592684,1269.13,592684,1269.13,>500,>500,>500,100.0
chr7:101877303-101877709,641793,1576.89,641793,1576.89,>500,>500,>500,100.0
chr7:101882573-101883018,811780,1820.13,811780,1820.13,>500,>500,>500,100.0
chr7:101891665-101892476,313955,386.64,313955,386.64,113,222,>500,100.0
chr7:101916612-101916860,219573,881.82,219573,881.82,>500,>500,>500,100.0
chr7:101917490-101917744,462573,1814.01,462573,1814.01,>500,>500,>500,100.0
chr7:101918491-101918751,297961,1141.61,297961,1141.61,>500,>500,>500,100.0
chr7:101921193-101921428,114915,486.93,114915,486.93,385,387,>500,100.0
chr7:101923304-101923551,47799,192.74,47799,192.74,157,164,165,100.0
chr7:101924073-101924345,324747,1189.55,324747,1189.55,>500,>500,>500,100.0
chr7:101925109-101925342,265211,1133.38,265211,1133.38,>500,>500,>500,100.0
chr7:101925979-101926457,39759,83.00,39759,83.00,5,30,84,57.4
chr7:140453045-140453272,1060543,4651.50,1060543,4651.50,>500,>500,>500,100.0
chr7:148504700-148504950,276710,1102.43,276710,1102.43,>500,>500,>500,100.0
chr7:148506131-148506587,1667548,3648.90,1667548,3648.90,>500,>500,>500,100.0
chr7:148507393-148507623,273346,1183.32,273346,1183.32,>500,>500,>500,100.0
chr7:148508687-148508923,280357,1182.94,280357,1182.94,>500,>500,>500,100.0
chr7:148511021-148511279,446986,1725.81,446986,1725.81,>500,>500,>500,100.0
chr7:148511976-148512222,518915,2100.87,518915,2100.87,>500,>500,>500,100.0
chr7:148512568-148512806,336708,1408.82,336708,1408.82,>500,>500,>500,100.0
chr7:148513746-148514004,540169,2085.59,540169,2085.59,>500,>500,>500,100.0
chr7:148514280-148514524,190256,776.56,190256,776.56,>500,>500,>500,100.0
chr7:148514939-148515385,468966,1049.14,468966,1049.14,>500,>500,>500,100.0
chr7:148516658-148516928,171184,631.68,171184,631.68,>500,>500,>500,100.0
chr7:148523514-148523906,1435978,3653.89,1435978,3653.89,>500,>500,>500,100.0
chr7:148524226-148524454,746754,3260.93,746754,3260.93,>500,>500,>500,100.0
chr7:148525802-148526068,434917,1628.90,434917,1628.90,>500,>500,>500,100.0
chr7:148526790-148527050,421380,1614.48,421380,1614.48,>500,>500,>500,100.0
chr7:148529632-148529902,189400,698.89,189400,698.89,>500,>500,>500,100.0
chr7:148543516-148543786,230011,848.75,230011,848.75,>500,>500,>500,100.0
chr7:148544200-148544459,286077,1100.30,286077,1100.30,>500,>500,>500,100.0
chr8:117859707-117860163,509842,1115.63,509842,1115.63,395,>500,>500,100.0
chr8:117861157-117861409,193968,766.67,193968,766.67,>500,>500,>500,100.0
chr8:117862815-117863088,179281,654.31,179281,654.31,>500,>500,>500,100.0
chr8:117864155-117864387,132199,567.38,132199,567.38,439,441,>500,100.0
chr8:117864758-117865030,115669,423.70,115669,423.70,388,388,389,100.0
chr8:117866362-117866802,1216054,2757.49,1216054,2757.49,>500,>500,>500,100.0
chr8:117868373-117868603,29024,125.65,29024,125.65,102,106,180,100.0
chr8:117868853-117869085,332051,1425.11,332051,1425.11,>500,>500,>500,100.0
chr8:117869476-117869918,552800,1247.86,552800,1247.86,>500,>500,>500,100.0
chr8:117870461-117870877,399889,958.97,399889,958.97,>500,>500,>500,100.0
chr8:117874034-117874262,711288,3106.06,711288,3106.06,>500,>500,>500,100.0
chr8:117875337-117875565,410310,1791.75,410310,1791.75,>500,>500,>500,100.0
chr8:117878791-117879015,364646,1620.65,364646,1620.65,>500,>500,>500,100.0
chr9:5069873-5070137,125024,471.79,125024,471.79,415,416,417,100.0
chr9:5073658-5073886,565898,2471.17,565898,2471.17,>500,>500,>500,100.0
chr9:21968198-21968431,342009,1461.58,342009,1461.58,>500,>500,>500,100.0
chr9:21968696-21968932,404852,1708.24,404852,1708.24,>500,>500,>500,100.0
chr9:21970871-21971326,256395,562.27,256395,562.27,426,442,>500,100.0
chr9:21974450-21974929,200915,418.57,200915,418.57,317,351,>500,100.0
chr9:21994106-21994561,200483,439.66,200483,439.66,3,>500,>500,52.2
chr9:133738120-133738580,908366,1970.43,908366,1970.43,>500,>500,>500,100.0
chr9:133747476-133747722,348121,1409.40,348121,1409.40,>500,>500,>500,100.0
chr9:133748219-133748463,641105,2616.76,641105,2616.76,>500,>500,>500,100.0
chr9:139390488-139392102,1497203,927.06,1497203,927.06,>500,>500,>500,100.0
chr9:139396692-139397136,519158,1166.65,519158,1166.65,>500,>500,>500,100.0
chr9:139397602-139397867,153211,575.98,153211,575.98,>500,>500,>500,100.0
chr9:139399095-139399737,632051,982.97,632051,982.97,381,>500,>500,100.0
chr10:89692738-89693206,300553,640.84,300553,640.84,155,>500,>500,100.0
chr10:89717568-89717976,405315,990.99,405315,990.99,>500,>500,>500,100.0
chr10:112342201-112342455,161553,633.54,161553,633.54,>500,>500,>500,100.0
chr10:112343963-112344198,1066516,4519.14,1066516,4519.14,>500,>500,>500,100.0
chr10:112356122-112356350,222298,970.73,222298,970.73,>500,>500,>500,100.0
chr10:112360736-112360986,535540,2133.63,535540,2133.63,>500,>500,>500,100.0
chr10:112361753-112362007,590533,2315.82,590533,2315.82,>500,>500,>500,100.0
chr10:112362902-112363172,158959,586.56,158959,586.56,>500,>500,>500,100.0
chr11:533662-534101,153647,349.20,153647,349.20,236,270,>500,100.0
chr11:534182-534455,49906,182.14,49906,182.14,166,167,167,100.0
chr11:32413486-32413750,770192,2906.38,770192,2906.38,>500,>500,>500,100.0
chr11:32417771-32418019,445121,1787.63,445121,1787.63,>500,>500,>500,100.0
chr11:118307323-118307582,79276,304.91,79276,304.91,267,270,271,100.0
chr11:118343068-118343310,1026314,4223.51,1026314,4223.51,>500,>500,>500,100.0
chr11:118348723-118348955,1290958,5540.59,1290958,5540.59,>500,>500,>500,100.0
chr11:118350881-118351111,663317,2871.50,663317,2871.50,>500,>500,>500,100.0
chr11:118352430-118352690,1488630,5703.56,1488630,5703.56,>500,>500,>500,100.0
chr11:118353078-118353350,324946,1190.28,324946,1190.28,>500,>500,>500,100.0
chr11:118373971-118374237,509065,1906.61,509065,1906.61,>500,>500,>500,100.0
chr11:119148788-119149618,1619838,1949.26,1619838,1949.26,>500,>500,>500,100.0
chr12:11803034-11803276,286061,1177.21,286061,1177.21,>500,>500,>500,100.0
chr12:11905352-11905626,266825,970.27,266825,970.27,>500,>500,>500,100.0
chr12:11992046-11992310,410378,1548.60,410378,1548.60,>500,>500,>500,100.0
chr12:12006331-12006593,399531,1519.13,399531,1519.13,>500,>500,>500,100.0
chr12:12022330-12022976,791546,1223.41,791546,1223.41,>500,>500,>500,100.0
chr12:12037349-12037589,685479,2844.31,685479,2844.31,>500,>500,>500,100.0
chr12:12038830-12039082,353149,1395.85,353149,1395.85,>500,>500,>500,100.0
chr12:12043845-12044099,347301,1361.96,347301,1361.96,>500,>500,>500,100.0
chr12:25380084-25380530,606652,1357.16,606652,1357.16,>500,>500,>500,100.0
chr12:25398174-25398416,228321,939.59,228321,939.59,>500,>500,>500,100.0
chr12:112888094-112888510,1167899,2800.72,1167899,2800.72,>500,>500,>500,100.0
chr12:112926796-112927032,955407,4031.25,955407,4031.25,>500,>500,>500,100.0
chr13:28592572-28592798,852438,3755.23,852438,3755.23,>500,>500,>500,100.0
chr13:28607887-28608541,1839277,2808.06,1839277,2808.06,>500,>500,>500,100.0
chr15:90631791-90632043,670286,2649.35,670286,2649.35,>500,>500,>500,100.0
chr17:7572893-7573131,397505,1663.20,397505,1663.20,>500,>500,>500,100.0
chr17:7573897-7574147,324316,1292.10,324316,1292.10,235,461,>500,100.0
chr17:7576497-7577347,1250365,1469.29,1250365,1469.29,>500,>500,>500,100.0
chr17:7577459-7577683,861682,3829.70,861682,3829.70,>500,>500,>500,100.0
chr17:7578145-7578619,519443,1093.56,519443,1093.56,>500,>500,>500,100.0
chr17:7579282-7579978,771292,1106.59,771292,1106.59,>500,>500,>500,98.9
chr17:74732849-74733296,387153,864.18,387153,864.18,247,>500,>500,100.0
chr18:42531854-42532090,497143,2097.65,497143,2097.65,>500,>500,>500,100.0
chr19:13054504-13054754,359711,1433.11,359711,1433.11,>500,>500,>500,100.0
chr19:17947906-17948180,31423,114.27,31423,114.27,105,105,106,100.0
chr19:33792214-33793514,568752,437.17,568752,437.17,54,161,302,96.6
chr19:45297435-45297699,434741,1640.53,434741,1640.53,>500,>500,>500,100.0
chr19:45303778-45304040,219699,835.36,219699,835.36,>500,>500,>500,100.0
chr20:31022117-31025255,10011464,3189.38,10011464,3189.38,>500,>500,>500,100.0
chr20:57484373-57484802,1178127,2739.83,1178127,2739.83,>500,>500,>500,100.0
chr21:36164340-36164951,948174,1549.30,948174,1549.30,281,>500,>500,100.0
chr21:36171568-36171804,694754,2931.45,694754,2931.45,>500,>500,>500,100.0
chr21:36193935-36194165,263790,1141.95,263790,1141.95,>500,>500,>500,100.0
chr21:36206675-36207080,614753,1514.17,614753,1514.17,482,>500,>500,100.0
chr21:36231737-36231993,787095,3062.63,787095,3062.63,>500,>500,>500,100.0
chr21:36252824-36253050,686393,3023.76,686393,3023.76,>500,>500,>500,100.0
chr21:36259110-36259588,293528,612.79,293528,612.79,182,>500,>500,86.2
chr21:36265166-36265391,179949,796.23,179949,796.23,>500,>500,>500,100.0
chr21:36421107-36421333,311436,1371.96,311436,1371.96,>500,>500,>500,100.0
chr21:44514735-44514997,504636,1918.77,504636,1918.77,>500,>500,>500,100.0
chr21:44524309-44524551,517571,2129.92,517571,2129.92,>500,>500,>500,100.0
chrX:15808585-15808859,216280,786.47,216280,786.47,>500,>500,>500,100.0
chrX:15809025-15809281,44700,173.93,44700,173.93,148,150,151,100.0
chrX:15817957-15818186,220362,958.10,220362,958.10,>500,>500,>500,99.6
chrX:15821771-15821999,173206,756.36,173206,756.36,>500,>500,>500,100.0
chrX:15822202-15822474,66372,243.12,66372,243.12,222,226,226,100.0
chrX:15826326-15826594,213039,791.97,213039,791.97,>500,>500,>500,100.0
chrX:15827291-15827559,313678,1166.09,313678,1166.09,>500,>500,>500,100.0
chrX:15833768-15834186,655798,1565.15,655798,1565.15,>500,>500,>500,100.0
chrX:15836610-15836848,268387,1122.96,268387,1122.96,>500,>500,>500,100.0
chrX:15838296-15838534,118891,497.45,118891,497.45,395,396,>500,100.0
chrX:15840826-15841494,549427,821.27,549427,821.27,406,>500,>500,100.0
chrX:39911334-39911744,426446,1037.58,426446,1037.58,234,>500,>500,100.0
chrX:39913111-39913721,859619,1406.91,859619,1406.91,>500,>500,>500,100.0
chrX:39914589-39914849,203966,781.48,203966,781.48,>500,>500,>500,100.0
chrX:39916380-39916630,69318,276.17,69318,276.17,230,231,232,100.0
chrX:39921362-39921828,173778,372.12,173778,372.12,233,352,454,100.0
chrX:39921969-39922433,338082,727.06,338082,727.06,467,>500,>500,100.0
chrX:39922831-39923281,359397,796.89,359397,796.89,440,>500,>500,100.0
chrX:39923555-39924033,413260,862.76,413260,862.76,>500,>500,>500,100.0
chrX:39930198-39930630,156467,361.36,156467,361.36,207,337,>500,100.0
chrX:39930776-39931046,120842,445.91,120842,445.91,400,403,404,100.0
chrX:39931480-39934481,4800811,1599.20,4800811,1599.20,>500,>500,>500,100.0
chrX:39935677-39935941,95200,359.25,95200,359.25,317,317,317,100.0
chrX:39937067-39937333,56921,213.19,56921,213.19,189,190,191,100.0
chrX:44732770-44733372,248834,412.66,248834,412.66,120,461,>500,100.0
chrX:44820449-44820723,107550,391.09,107550,391.09,355,360,360,100.0
chrX:44833863-44834101,88171,368.92,88171,368.92,292,294,>500,100.0
chrX:44870174-44870440,106987,400.70,106987,400.70,355,356,357,100.0
chrX:44879809-44880073,97412,367.59,97412,367.59,322,325,326,100.0
chrX:44894146-44894404,197738,763.47,197738,763.47,>500,>500,>500,100.0
chrX:44896848-44897100,191300,756.13,191300,756.13,>500,>500,>500,100.0
chrX:44910922-44911196,50230,182.65,50230,182.65,166,169,169,100.0
chrX:44912990-44913410,424202,1007.61,424202,1007.61,431,>500,>500,100.0
chrX:44918151-44918764,475205,773.95,475205,773.95,>500,>500,>500,100.0
chrX:44919227-44919495,165345,614.67,165345,614.67,>500,>500,>500,100.0
chrX:44920477-44920723,185402,750.62,185402,750.62,>500,>500,>500,100.0
chrX:44921768-44922172,241740,596.89,241740,596.89,368,452,>500,100.0
chrX:44922633-44923259,490355,782.07,490355,782.07,432,>500,>500,100.0
chrX:44928696-44929714,1396591,1370.55,1396591,1370.55,>500,>500,>500,100.0
chrX:44935898-44936172,185648,675.08,185648,675.08,>500,>500,>500,100.0
chrX:44937607-44937833,224676,989.76,224676,989.76,>500,>500,>500,100.0
chrX:44938289-44938739,182245,404.09,182245,404.09,227,381,>500,100.0
chrX:44941789-44942238,284138,631.42,284138,631.42,439,>500,>500,100.0
chrX:44942673-44942937,345196,1302.63,345196,1302.63,>500,>500,>500,100.0
chrX:44945068-44945324,122504,476.67,122504,476.67,405,410,411,100.0
chrX:44948944-44949386,217368,490.67,217368,490.67,118,>500,>500,100.0
chrX:44949930-44950161,382069,1646.85,382069,1646.85,>500,>500,>500,100.0
chrX:44966625-44966850,95824,424.00,95824,424.00,315,323,>500,100.0
chrX:44969284-44969546,85919,326.69,85919,326.69,284,286,288,100.0
chrX:44970547-44970781,191338,814.20,191338,814.20,>500,>500,>500,100.0
chrX:48649472-48649918,396558,887.15,396558,887.15,249,>500,>500,100.0
chrX:53423363-53423601,97791,409.17,97791,409.17,320,331,>500,100.0
chrX:53426481-53426715,82031,349.07,82031,349.07,271,275,>500,100.0
chrX:53432398-53432658,234702,899.24,234702,899.24,>500,>500,>500,100.0
chrX:53441904-53442174,174256,643.01,174256,643.01,>500,>500,>500,100.0
chrX:76778698-76778942,98918,403.75,98918,403.75,328,331,331,100.0
chrX:76812888-76813306,433126,1033.71,433126,1033.71,>500,>500,>500,100.0
chrX:76814048-76814502,179866,395.31,179866,395.31,210,388,>500,100.0
chrX:76829599-76830051,134258,296.38,134258,296.38,197,252,437,100.0
chrX:76845272-76845520,254887,1023.64,254887,1023.64,>500,>500,>500,100.0
chrX:76849064-76849524,273803,593.93,273803,593.93,384,>500,>500,100.0
chrX:76854848-76855474,588429,938.48,588429,938.48,464,>500,>500,100.0
chrX:76855871-76856141,143344,528.94,143344,528.94,473,479,480,100.0
chrX:76872049-76872280,169941,732.50,169941,732.50,>500,>500,>500,100.0
chrX:76874148-76874544,441563,1112.25,441563,1112.25,>500,>500,>500,100.0
chrX:76875825-76876099,73632,267.75,73632,267.75,244,246,246,100.0
chrX:76888661-76889325,330519,497.02,330519,497.02,404,471,>500,100.0
chrX:76890055-76890295,340369,1412.32,340369,1412.32,>500,>500,>500,100.0
chrX:76920104-76920332,176072,768.87,176072,768.87,>500,>500,>500,100.0
chrX:76931689-76931913,74271,330.09,74271,330.09,245,250,492,100.0
chrX:76940399-76940659,78606,301.17,78606,301.17,259,264,264,100.0
chrX:123156448-123156682,147337,626.97,147337,626.97,489,490,>500,100.0
chrX:123159658-123159910,241852,955.94,241852,955.94,>500,>500,>500,100.0
chrX:123164775-123165011,550872,2324.35,550872,2324.35,>500,>500,>500,100.0
chrX:123171373-123171641,94243,350.35,94243,350.35,312,314,314,100.0
chrX:123176385-123176627,1913,7.87,1913,7.87,5,5,9,14.0
chrX:123178972-123179394,311056,735.36,311056,735.36,409,>500,>500,100.0
chrX:123181162-123181416,128241,502.91,128241,502.91,425,426,428,100.0
chrX:123182817-123183089,259477,950.47,259477,950.47,>500,>500,>500,100.0
chrX:123184008-123184236,213147,930.77,213147,930.77,>500,>500,>500,100.0
chrX:123184843-123185283,256705,582.10,256705,582.10,345,>500,>500,100.0
chrX:123189948-123190222,113492,412.70,113492,412.70,377,378,378,100.0
chrX:123191594-123191975,435886,1141.06,435886,1141.06,>500,>500,>500,100.0
chrX:123195042-123195311,182955,677.61,182955,677.61,>500,>500,>500,100.0
chrX:123195569-123195819,182571,727.37,182571,727.37,>500,>500,>500,100.0
chrX:123196718-123197190,214585,453.67,214585,453.67,269,448,>500,100.0
chrX:123197650-123198108,262966,572.91,262966,572.91,427,449,>500,100.0
chrX:123199682-123200524,488398,579.36,488398,579.36,254,>500,>500,97.4
chrX:123202292-123202548,184939,719.61,184939,719.61,>500,>500,>500,100.0
chrX:123204957-123205381,466002,1096.48,466002,1096.48,>500,>500,>500,100.0
chrX:123210152-123210404,113759,449.64,113759,449.64,377,379,380,100.0
chrX:123211755-123211997,257769,1060.78,257769,1060.78,>500,>500,>500,100.0
chrX:123215198-123215464,97899,366.66,97899,366.66,325,326,326,100.0
chrX:123217165-123217434,183154,678.35,183154,678.35,>500,>500,>500,100.0
chrX:123220367-123220809,659417,1488.53,659417,1488.53,476,>500,>500,100.0
chrX:123224393-123225033,622809,971.62,622809,971.62,>500,>500,>500,100.0
chrX:123227828-123228102,118086,429.40,118086,429.40,391,392,394,100.0
chrX:123229184-123229428,273234,1115.24,273234,1115.24,>500,>500,>500,100.0
chrX:123234394-123234622,344520,1504.45,344520,1504.45,>500,>500,>500,100.0
chrX:129139180-129139440,319384,1223.69,319384,1223.69,>500,>500,>500,100.0
chrX:129146524-129146788,145884,550.51,145884,550.51,481,488,488,100.0
chrX:129146816-129150258,4169142,1210.90,4169142,1210.90,>500,>500,>500,100.0
chrX:129154928-129155189,183027,698.58,183027,698.58,>500,>500,>500,100.0
chrX:129156846-129157070,462218,2054.30,462218,2054.30,>500,>500,>500,100.0
chrX:129158937-129159547,1011891,1656.12,1011891,1656.12,>500,>500,>500,100.0
chrX:129162582-129163002,389070,924.16,389070,924.16,326,>500,>500,100.0
chrX:129171316-129171576,251602,963.99,251602,963.99,>500,>500,>500,100.0
chrX:129173082-129173328,198186,802.37,198186,802.37,>500,>500,>500,100.0
chrX:129184664-129184930,328928,1231.94,328928,1231.94,>500,>500,>500,100.0
chrX:129185805-129186063,55638,214.82,55638,214.82,183,187,188,100.0
chrX:129189801-129190271,311382,661.11,311382,661.11,239,>500,>500,100.0
chrX:133511618-133512290,318792,473.69,318792,473.69,266,439,>500,100.0
chrX:133527479-133527739,95955,367.64,95955,367.64,318,322,322,100.0
chrX:133527839-133528099,226043,866.07,226043,866.07,>500,>500,>500,100.0
chrX:133547486-133548072,1198655,2042.00,1198655,2042.00,>500,>500,>500,100.0
chrX:133549014-133549414,288238,718.80,288238,718.80,>500,>500,>500,100.0
chrX:133551165-133551429,89483,337.67,89483,337.67,297,297,298,100.0
chrX:133559199-133559441,175102,720.58,175102,720.58,>500,>500,>500,100.0
