Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr7:148514280-148514524,126398,515.91,126398,515.91,419,421,422,100.0
chr7:148514939-148515385,425205,951.24,425205,951.24,>500,>500,>500,100.0
chr7:148516658-148516928,94602,349.08,94602,349.08,311,319,319,100.0
chr7:148523514-148523906,819615,2085.53,819615,2085.53,>500,>500,>500,100.0
chr7:148524226-148524454,608207,2655.93,608207,2655.93,>500,>500,>500,100.0
chr7:148525802-148526068,225108,843.10,225108,843.10,>500,>500,>500,100.0
chr7:148526790-148527050,288094,1103.81,288094,1103.81,>500,>500,>500,100.0
chr7:148529632-148529902,200341,739.27,200341,739.27,>500,>500,>500,100.0
chr7:148543516-148543786,309679,1142.73,309679,1142.73,>500,>500,>500,100.0
chr7:148544200-148544459,332943,1280.55,332943,1280.55,>500,>500,>500,100.0
chr8:117859707-117860163,408624,894.14,408624,894.14,331,>500,>500,100.0
chr8:117861157-117861409,140873,556.81,140873,556.81,464,473,473,100.0
chr8:117862815-117863088,204817,747.51,204817,747.51,>500,>500,>500,100.0
chr8:117864155-117864387,249408,1070.42,249408,1070.42,>500,>500,>500,100.0
chr8:117864758-117865030,99527,364.57,99527,364.57,339,340,344,100.0
chr8:117866362-117866802,986812,2237.67,986812,2237.67,>500,>500,>500,100.0
chr8:117868373-117868603,28812,124.73,28812,124.73,109,112,159,100.0
chr8:117868853-117869085,245401,1053.22,245401,1053.22,>500,>500,>500,100.0
chr8:117869476-117869918,598756,1351.59,598756,1351.59,>500,>500,>500,100.0
chr8:117870461-117870877,401837,963.64,401837,963.64,>500,>500,>500,100.0
chr8:117874034-117874262,428049,1869.21,428049,1869.21,>500,>500,>500,100.0
chr8:117875337-117875565,317955,1388.45,317955,1388.45,>500,>500,>500,100.0
chr8:117878791-117879015,305975,1359.89,305975,1359.89,>500,>500,>500,100.0
chr9:5069873-5070137,117979,445.20,117979,445.20,391,394,394,100.0
chr9:5073658-5073886,288149,1258.29,288149,1258.29,>500,>500,>500,100.0
chr9:21968198-21968431,287969,1230.64,287969,1230.64,>500,>500,>500,100.0
chr9:21968696-21968932,307309,1296.66,307309,1296.66,>500,>500,>500,100.0
chr9:21970871-21971326,189871,416.38,189871,416.38,228,427,438,100.0
chr9:21974450-21974929,220203,458.76,220203,458.76,318,421,>500,100.0
chr9:21994106-21994561,121868,267.25,121868,267.25,2,396,412,52.2
chr9:133738120-133738580,561067,1217.07,561067,1217.07,>500,>500,>500,100.0
chr9:133747476-133747722,281423,1139.36,281423,1139.36,>500,>500,>500,100.0
chr9:133748219-133748463,307745,1256.10,307745,1256.10,>500,>500,>500,100.0
chr9:139390488-139392102,1226541,759.47,1226541,759.47,479,>500,>500,100.0
chr9:139396692-139397136,432671,972.29,432671,972.29,>500,>500,>500,100.0
chr9:139397602-139397867,127863,480.69,127863,480.69,420,429,431,100.0
chr9:139399095-139399737,450360,700.40,450360,700.40,393,>500,>500,100.0
chr10:89692738-89693206,381212,812.82,381212,812.82,139,>500,>500,100.0
chr10:89717568-89717976,305231,746.29,305231,746.29,389,>500,>500,100.0
chr10:112342201-112342455,205913,807.50,205913,807.50,>500,>500,>500,100.0
chr10:112343963-112344198,552904,2342.81,552904,2342.81,>500,>500,>500,100.0
chr10:112356122-112356350,153675,671.07,153675,671.07,>500,>500,>500,100.0
chr10:112360736-112360986,270016,1075.76,270016,1075.76,>500,>500,>500,100.0
chr10:112361753-112362007,428755,1681.39,428755,1681.39,>500,>500,>500,100.0
chr10:112362902-112363172,131018,483.46,131018,483.46,435,435,436,100.0
chr11:533662-534101,99761,226.73,99761,226.73,128,201,336,100.0
chr11:534182-534455,44161,161.17,44161,161.17,144,151,151,100.0
chr11:32413486-32413750,515298,1944.52,515298,1944.52,>500,>500,>500,100.0
chr11:32417771-32418019,300748,1207.82,300748,1207.82,>500,>500,>500,100.0
chr11:118307323-118307582,42952,165.20,42952,165.20,145,148,149,100.0
chr11:118343068-118343310,683210,2811.56,683210,2811.56,>500,>500,>500,100.0
chr11:118348723-118348955,713190,3060.90,713190,3060.90,>500,>500,>500,100.0
chr11:118350881-118351111,397419,1720.43,397419,1720.43,>500,>500,>500,100.0
chr11:118352430-118352690,768098,2942.90,768098,2942.90,>500,>500,>500,100.0
chr11:118353078-118353350,194321,711.80,194321,711.80,>500,>500,>500,100.0
chr11:118373971-118374237,427468,1601.00,427468,1601.00,>500,>500,>500,100.0
chr11:119148788-119149618,1337530,1609.54,1337530,1609.54,>500,>500,>500,100.0
chr12:11803034-11803276,159941,658.19,159941,658.19,>500,>500,>500,100.0
chr12:11905352-11905626,253982,923.57,253982,923.57,>500,>500,>500,100.0
chr12:11992046-11992310,288405,1088.32,288405,1088.32,>500,>500,>500,100.0
chr12:12006331-12006593,291942,1110.05,291942,1110.05,>500,>500,>500,100.0
chr12:12022330-12022976,585835,905.46,585835,905.46,>500,>500,>500,100.0
chr12:12037349-12037589,375954,1559.98,375954,1559.98,>500,>500,>500,100.0
chr12:12038830-12039082,213299,843.08,213299,843.08,>500,>500,>500,100.0
chr12:12043845-12044099,201649,790.78,201649,790.78,>500,>500,>500,100.0
chr12:25380084-25380530,457404,1023.28,457404,1023.28,>500,>500,>500,100.0
chr12:25398174-25398416,253676,1043.93,253676,1043.93,>500,>500,>500,100.0
chr12:112888094-112888510,861811,2066.69,861811,2066.69,>500,>500,>500,100.0
chr12:112926796-112927032,519369,2191.43,519369,2191.43,>500,>500,>500,100.0
chr13:28592572-28592798,556217,2450.30,556217,2450.30,>500,>500,>500,100.0
chr13:28607887-28608541,1517309,2316.50,1517309,2316.50,>500,>500,>500,100.0
chr15:90631791-90632043,447888,1770.31,447888,1770.31,>500,>500,>500,100.0
chr17:7572893-7573131,282356,1181.41,282356,1181.41,>500,>500,>500,100.0
chr17:7573897-7574147,361038,1438.40,361038,1438.40,137,269,>500,100.0
chr17:7576497-7577347,949166,1115.35,949166,1115.35,>500,>500,>500,100.0
chr17:7577459-7577683,914161,4062.94,914161,4062.94,>500,>500,>500,100.0
chr17:7578145-7578619,335573,706.47,335573,706.47,381,>500,>500,100.0
chr17:7579282-7579978,416362,597.36,416362,597.36,375,434,>500,100.0
chr17:74732849-74733296,292463,652.82,292463,652.82,320,>500,>500,100.0
chr18:42531854-42532090,264828,1117.42,264828,1117.42,>500,>500,>500,100.0
chr19:13054504-13054754,198103,789.25,198103,789.25,>500,>500,>500,100.0
chr19:17947906-17948180,17647,64.17,17647,64.17,59,60,60,100.0
chr19:33792214-33793514,485975,373.54,485975,373.54,81,161,306,100.0
chr19:45297435-45297699,222919,841.20,222919,841.20,>500,>500,>500,100.0
chr19:45303778-45304040,191485,728.08,191485,728.08,>500,>500,>500,100.0
chr20:31022117-31025255,6508515,2073.44,6508515,2073.44,>500,>500,>500,100.0
chr20:57484373-57484802,683242,1588.93,683242,1588.93,>500,>500,>500,100.0
chr21:36164340-36164951,641983,1048.99,641983,1048.99,345,>500,>500,100.0
chr21:36171568-36171804,552561,2331.48,552561,2331.48,>500,>500,>500,100.0
chr21:36193935-36194165,299643,1297.16,299643,1297.16,>500,>500,>500,100.0
chr21:36206675-36207080,361950,891.50,361950,891.50,244,>500,>500,100.0
chr21:36231737-36231993,463792,1804.64,463792,1804.64,>500,>500,>500,100.0
chr21:36252824-36253050,539124,2375.00,539124,2375.00,>500,>500,>500,100.0
chr21:36259110-36259588,219311,457.85,219311,457.85,129,>500,>500,86.2
chr21:36265166-36265391,224316,992.55,224316,992.55,>500,>500,>500,100.0
chr21:36421107-36421333,367431,1618.64,367431,1618.64,>500,>500,>500,100.0
chr21:44514735-44514997,232179,882.81,232179,882.81,>500,>500,>500,100.0
chr21:44524309-44524551,413621,1702.14,413621,1702.14,>500,>500,>500,100.0
chrX:15808585-15808859,230202,837.10,230202,837.10,>500,>500,>500,100.0
chrX:15809025-15809281,71965,280.02,71965,280.02,240,240,240,100.0
chrX:15817957-15818186,422393,1836.49,422393,1836.49,>500,>500,>500,100.0
chrX:15821771-15821999,202194,882.94,202194,882.94,>500,>500,>500,100.0
chrX:15822202-15822474,195392,715.72,195392,715.72,>500,>500,>500,100.0
chrX:15826326-15826594,342207,1272.14,342207,1272.14,>500,>500,>500,100.0
chrX:15827291-15827559,536443,1994.21,536443,1994.21,>500,>500,>500,100.0
chrX:15833768-15834186,717315,1711.97,717315,1711.97,>500,>500,>500,100.0
chrX:15836610-15836848,419537,1755.38,419537,1755.38,>500,>500,>500,100.0
chrX:15838296-15838534,160978,673.55,160978,673.55,>500,>500,>500,100.0
chrX:15840826-15841494,856529,1280.31,856529,1280.31,>500,>500,>500,100.0
chrX:39911334-39911744,497173,1209.67,497173,1209.67,349,>500,>500,100.0
chrX:39913111-39913721,1497304,2450.58,1497304,2450.58,>500,>500,>500,100.0
chrX:39914589-39914849,262453,1005.57,262453,1005.57,>500,>500,>500,100.0
chrX:39916380-39916630,93327,371.82,93327,371.82,309,312,312,100.0
chrX:39921362-39921828,248254,531.59,248254,531.59,380,457,>500,100.0
chrX:39921969-39922433,448607,964.75,448607,964.75,>500,>500,>500,100.0
chrX:39922831-39923281,627219,1390.73,627219,1390.73,480,>500,>500,100.0
chrX:39923555-39924033,517446,1080.26,517446,1080.26,>500,>500,>500,100.0
chrX:39930198-39930630,287558,664.11,287558,664.11,347,>500,>500,100.0
chrX:39930776-39931046,172011,634.73,172011,634.73,>500,>500,>500,100.0
chrX:39931480-39934481,7560692,2518.55,7560692,2518.55,>500,>500,>500,100.0
chrX:39935677-39935941,128376,484.44,128376,484.44,422,429,434,100.0
chrX:39937067-39937333,91921,344.27,91921,344.27,303,309,309,100.0
chrX:44732770-44733372,528690,876.77,528690,876.77,365,>500,>500,100.0
chrX:44820449-44820723,348829,1268.47,348829,1268.47,>500,>500,>500,100.0
chrX:44833863-44834101,298141,1247.45,298141,1247.45,>500,>500,>500,100.0
chrX:44870174-44870440,278920,1044.64,278920,1044.64,>500,>500,>500,100.0
chrX:44879809-44880073,289887,1093.91,289887,1093.91,>500,>500,>500,100.0
chrX:44894146-44894404,227716,879.21,227716,879.21,>500,>500,>500,100.0
chrX:44896848-44897100,295684,1168.71,295684,1168.71,>500,>500,>500,100.0
chrX:44910922-44911196,129231,469.93,129231,469.93,426,431,432,100.0
chrX:44912990-44913410,831982,1976.20,831982,1976.20,>500,>500,>500,100.0
chrX:44918151-44918764,965359,1572.25,965359,1572.25,>500,>500,>500,100.0
chrX:44919227-44919495,329073,1223.32,329073,1223.32,>500,>500,>500,100.0
chrX:44920477-44920723,330594,1338.44,330594,1338.44,>500,>500,>500,100.0
chrX:44921768-44922172,478950,1182.59,478950,1182.59,>500,>500,>500,100.0
chrX:44922633-44923259,982718,1567.33,982718,1567.33,>500,>500,>500,100.0
chrX:44928696-44929714,2361463,2317.43,2361463,2317.43,>500,>500,>500,100.0
chrX:44935898-44936172,309026,1123.73,309026,1123.73,>500,>500,>500,100.0
chrX:44937607-44937833,387993,1709.22,387993,1709.22,>500,>500,>500,100.0
chrX:44938289-44938739,269891,598.43,269891,598.43,333,>500,>500,100.0
chrX:44941789-44942238,495220,1100.49,495220,1100.49,>500,>500,>500,100.0
chrX:44942673-44942937,461822,1742.72,461822,1742.72,>500,>500,>500,100.0
chrX:44945068-44945324,197423,768.18,197423,768.18,>500,>500,>500,100.0
chrX:44948944-44949386,575615,1299.36,575615,1299.36,243,>500,>500,100.0
chrX:44949930-44950161,512619,2209.56,512619,2209.56,>500,>500,>500,100.0
chrX:44966625-44966850,163131,721.82,163131,721.82,>500,>500,>500,100.0
chrX:44969284-44969546,197661,751.56,197661,751.56,>500,>500,>500,100.0
chrX:44970547-44970781,329181,1400.77,329181,1400.77,>500,>500,>500,100.0
chrX:48649472-48649918,589829,1319.53,589829,1319.53,261,>500,>500,100.0
chrX:53423363-53423601,159766,668.48,159766,668.48,>500,>500,>500,100.0
chrX:53426481-53426715,142258,605.35,142258,605.35,468,478,>500,100.0
chrX:53432398-53432658,214984,823.69,214984,823.69,>500,>500,>500,100.0
chrX:53441904-53442174,288793,1065.66,288793,1065.66,>500,>500,>500,100.0
chrX:76778698-76778942,141092,575.89,141092,575.89,463,475,475,100.0
chrX:76812888-76813306,708430,1690.76,708430,1690.76,>500,>500,>500,100.0
chrX:76814048-76814502,257305,565.51,257305,565.51,360,498,>500,100.0
chrX:76829599-76830051,217641,480.44,217641,480.44,342,388,>500,100.0
chrX:76845272-76845520,312493,1254.99,312493,1254.99,>500,>500,>500,100.0
chrX:76849064-76849524,381792,828.18,381792,828.18,>500,>500,>500,100.0
chrX:76854848-76855474,843124,1344.70,843124,1344.70,>500,>500,>500,100.0
chrX:76855871-76856141,194387,717.30,194387,717.30,>500,>500,>500,100.0
chrX:76872049-76872280,252457,1088.18,252457,1088.18,>500,>500,>500,100.0
chrX:76874148-76874544,647966,1632.16,647966,1632.16,>500,>500,>500,100.0
chrX:76875825-76876099,132723,482.63,132723,482.63,433,449,449,100.0
chrX:76888661-76889325,561592,844.50,561592,844.50,>500,>500,>500,100.0
chrX:76890055-76890295,388237,1610.94,388237,1610.94,>500,>500,>500,100.0
chrX:76920104-76920332,316364,1381.50,316364,1381.50,>500,>500,>500,100.0
chrX:76931689-76931913,135733,603.26,135733,603.26,446,456,>500,100.0
chrX:76940399-76940659,139446,534.28,139446,534.28,458,469,469,100.0
chrX:123156448-123156682,311611,1326.00,311611,1326.00,>500,>500,>500,100.0
chrX:123159658-123159910,344571,1361.94,344571,1361.94,>500,>500,>500,100.0
chrX:123164775-123165011,987682,4167.43,987682,4167.43,>500,>500,>500,100.0
chrX:123171373-123171641,154874,575.74,154874,575.74,>500,>500,>500,100.0
chrX:123176385-123176627,6203,25.53,6203,25.53,5,5,9,19.3
chrX:123178972-123179394,675633,1597.24,675633,1597.24,>500,>500,>500,100.0
chrX:123181162-123181416,251243,985.27,251243,985.27,>500,>500,>500,100.0
chrX:123182817-123183089,328317,1202.63,328317,1202.63,>500,>500,>500,100.0
chrX:123184008-123184236,362556,1583.21,362556,1583.21,>500,>500,>500,100.0
chrX:123184843-123185283,453227,1027.73,453227,1027.73,>500,>500,>500,100.0
chrX:123189948-123190222,160633,584.12,160633,584.12,>500,>500,>500,100.0
chrX:123191594-123191975,975690,2554.16,975690,2554.16,>500,>500,>500,100.0
chrX:123195042-123195311,374023,1385.27,374023,1385.27,>500,>500,>500,100.0
chrX:123195569-123195819,363095,1446.59,363095,1446.59,>500,>500,>500,100.0
chrX:123196718-123197190,395885,836.97,395885,836.97,>500,>500,>500,100.0
chrX:123197650-123198108,691265,1506.02,691265,1506.02,>500,>500,>500,100.0
chrX:123199682-123200524,787872,934.60,787872,934.60,>500,>500,>500,100.0
chrX:123202292-123202548,424650,1652.33,424650,1652.33,>500,>500,>500,100.0
chrX:123204957-123205381,924122,2174.40,924122,2174.40,>500,>500,>500,100.0
chrX:123210152-123210404,211030,834.11,211030,834.11,>500,>500,>500,100.0
chrX:123211755-123211997,408967,1682.99,408967,1682.99,>500,>500,>500,100.0
chrX:123215198-123215464,202125,757.02,202125,757.02,>500,>500,>500,100.0
chrX:123217165-123217434,212424,786.76,212424,786.76,>500,>500,>500,100.0
chrX:123220367-123220809,940996,2124.14,940996,2124.14,>500,>500,>500,100.0
chrX:123224393-123225033,1031038,1608.48,1031038,1608.48,>500,>500,>500,100.0
chrX:123227828-123228102,231471,841.71,231471,841.71,>500,>500,>500,100.0
chrX:123229184-123229428,247469,1010.08,247469,1010.08,>500,>500,>500,100.0
chrX:123234394-123234622,569705,2487.79,569705,2487.79,>500,>500,>500,100.0
chrX:129139180-129139440,537025,2057.57,537025,2057.57,>500,>500,>500,100.0
chrX:129146524-129146788,229250,865.09,229250,865.09,>500,>500,>500,100.0
chrX:129146816-129150258,5931535,1722.78,5931535,1722.78,>500,>500,>500,100.0
chrX:129154928-129155189,228730,873.02,228730,873.02,>500,>500,>500,100.0
chrX:129156846-129157070,470267,2090.08,470267,2090.08,>500,>500,>500,100.0
chrX:129158937-129159547,1151773,1885.06,1151773,1885.06,>500,>500,>500,100.0
chrX:129162582-129163002,369045,876.59,369045,876.59,404,>500,>500,100.0
chrX:129171316-129171576,483339,1851.87,483339,1851.87,>500,>500,>500,100.0
chrX:129173082-129173328,225927,914.68,225927,914.68,>500,>500,>500,100.0
chrX:129184664-129184930,651318,2439.39,651318,2439.39,>500,>500,>500,100.0
chrX:129185805-129186063,99074,382.53,99074,382.53,327,331,332,100.0
chrX:129189801-129190271,613119,1301.74,613119,1301.74,412,>500,>500,100.0
chrX:133511618-133512290,602595,895.39,602595,895.39,>500,>500,>500,100.0
chrX:133527479-133527739,260852,999.43,260852,999.43,>500,>500,>500,100.0
chrX:133527839-133528099,176578,676.54,176578,676.54,>500,>500,>500,100.0
chrX:133547486-133548072,1329420,2264.77,1329420,2264.77,>500,>500,>500,100.0
chrX:133549014-133549414,350550,874.19,350550,874.19,>500,>500,>500,100.0
chrX:133551165-133551429,163738,617.88,163738,617.88,>500,>500,>500,100.0
chrX:133559199-133559441,223690,920.53,223690,920.53,>500,>500,>500,100.0
