Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr4:106180744-106181005,393372,1501.42,393372,1501.42,>500,>500,>500,100.0
chr4:106182810-106183050,490772,2036.40,490772,2036.40,>500,>500,>500,100.0
chr4:106190735-106190981,145623,589.57,145623,589.57,481,487,487,100.0
chr4:106193691-106194163,891049,1883.82,891049,1883.82,>500,>500,>500,100.0
chr4:106196077-106197717,3938951,2400.34,3938951,2400.34,>500,>500,>500,100.0
chr4:153245306-153245758,801025,1768.27,801025,1768.27,>500,>500,>500,100.0
chr4:153247128-153247584,388791,850.75,388791,850.75,403,>500,>500,100.0
chr4:153249332-153249764,510179,1178.24,510179,1178.24,>500,>500,>500,100.0
chr5:170837493-170837717,292817,1301.41,292817,1301.41,>500,>500,>500,100.0
chr7:50358629-50358889,398823,1528.06,398823,1528.06,>500,>500,>500,100.0
chr7:50367205-50367433,535907,2340.21,535907,2340.21,>500,>500,>500,100.0
chr7:50444202-50444666,853939,1836.43,853939,1836.43,>500,>500,>500,100.0
chr7:50450213-50450462,415978,1663.91,415978,1663.91,>500,>500,>500,100.0
chr7:50455014-50455274,74727,286.31,74727,286.31,247,252,252,100.0
chr7:50459398-50459640,417844,1719.52,417844,1719.52,>500,>500,>500,100.0
chr7:50467593-50468449,950966,1109.65,950966,1109.65,444,>500,>500,100.0
chr7:101459282-101459534,82,0.32,82,0.32,1,1,2,0.0
chr7:101460891-101461145,240773,944.21,240773,944.21,>500,>500,>500,100.0
chr7:101559366-101559608,519302,2137.05,519302,2137.05,>500,>500,>500,100.0
chr7:101671351-101671597,354146,1433.79,354146,1433.79,>500,>500,>500,100.0
chr7:101713588-101713862,115891,421.42,115891,421.42,379,391,391,100.0
chr7:101740617-101740883,184275,690.17,184275,690.17,>500,>500,>500,100.0
chr7:101747571-101747799,14017,61.21,14017,61.21,45,50,93,100.0
chr7:101754951-101755197,448172,1814.46,448172,1814.46,>500,>500,>500,100.0
chr7:101758386-101758618,421883,1810.66,421883,1810.66,>500,>500,>500,100.0
chr7:101801813-101802047,507055,2157.68,507055,2157.68,>500,>500,>500,100.0
chr7:101813697-101813965,290397,1079.54,290397,1079.54,>500,>500,>500,100.0
chr7:101821720-101822148,365329,851.58,365329,851.58,307,>500,>500,100.0
chr7:101833060-101833300,241195,1000.81,241195,1000.81,>500,>500,>500,100.0
chr7:101837095-101837325,775532,3357.28,775532,3357.28,>500,>500,>500,100.0
chr7:101838760-101839026,153952,576.60,153952,576.60,>500,>500,>500,100.0
chr7:101839885-101840713,1054167,1271.61,1054167,1271.61,>500,>500,>500,100.0
chr7:101842051-101842295,345551,1410.41,345551,1410.41,>500,>500,>500,100.0
chr7:101843326-101843592,400602,1500.38,400602,1500.38,>500,>500,>500,100.0
chr7:101844615-101845666,1749190,1662.73,1749190,1662.73,>500,>500,>500,100.0
chr7:101847648-101847914,219307,821.37,219307,821.37,>500,>500,>500,100.0
chr7:101848357-101848629,80269,294.03,80269,294.03,265,269,269,100.0
chr7:101870618-101871084,476231,1019.77,476231,1019.77,>500,>500,>500,100.0
chr7:101877303-101877709,653539,1605.75,653539,1605.75,>500,>500,>500,100.0
chr7:101882573-101883018,690950,1549.22,690950,1549.22,>500,>500,>500,100.0
chr7:101891665-101892476,257662,317.32,257662,317.32,91,172,>500,100.0
chr7:101916612-101916860,171894,690.34,171894,690.34,>500,>500,>500,100.0
chr7:101917490-101917744,302941,1188.00,302941,1188.00,>500,>500,>500,100.0
chr7:101918491-101918751,272254,1043.12,272254,1043.12,>500,>500,>500,100.0
chr7:101921193-101921428,36986,156.72,36986,156.72,123,125,243,100.0
chr7:101923304-101923551,12993,52.39,12993,52.39,44,44,47,100.0
chr7:101924073-101924345,236158,865.05,236158,865.05,>500,>500,>500,100.0
chr7:101925109-101925342,265249,1133.54,265249,1133.54,>500,>500,>500,100.0
chr7:101925979-101926457,15561,32.49,15561,32.49,1,6,16,25.3
chr7:140453045-140453272,621193,2724.53,621193,2724.53,>500,>500,>500,100.0
chr7:148504700-148504950,105447,420.11,105447,420.11,393,399,399,100.0
chr7:148506131-148506587,1293053,2829.44,1293053,2829.44,>500,>500,>500,100.0
chr7:148507393-148507623,206419,893.59,206419,893.59,>500,>500,>500,100.0
chr7:148508687-148508923,231995,978.88,231995,978.88,>500,>500,>500,100.0
chr7:148511021-148511279,401518,1550.26,401518,1550.26,>500,>500,>500,100.0
chr7:148511976-148512222,642915,2602.89,642915,2602.89,>500,>500,>500,100.0
chr7:148512568-148512806,239090,1000.38,239090,1000.38,>500,>500,>500,100.0
chr7:148513746-148514004,484343,1870.05,484343,1870.05,>500,>500,>500,100.0
chr7:148514280-148514524,158456,646.76,158456,646.76,>500,>500,>500,100.0
chr7:148514939-148515385,452708,1012.77,452708,1012.77,500,>500,>500,100.0
chr7:148516658-148516928,210558,776.97,210558,776.97,>500,>500,>500,100.0
chr7:148523514-148523906,944679,2403.76,944679,2403.76,>500,>500,>500,100.0
chr7:148524226-148524454,560132,2445.99,560132,2445.99,>500,>500,>500,100.0
chr7:148525802-148526068,372917,1396.69,372917,1396.69,>500,>500,>500,100.0
chr7:148526790-148527050,482581,1848.97,482581,1848.97,>500,>500,>500,100.0
chr7:148529632-148529902,201400,743.17,201400,743.17,>500,>500,>500,100.0
chr7:148543516-148543786,278958,1029.37,278958,1029.37,>500,>500,>500,100.0
chr7:148544200-148544459,146457,563.30,146457,563.30,485,488,488,100.0
chr8:117859707-117860163,477056,1043.89,477056,1043.89,448,>500,>500,100.0
chr8:117861157-117861409,161727,639.24,161727,639.24,>500,>500,>500,100.0
chr8:117862815-117863088,186124,679.28,186124,679.28,>500,>500,>500,100.0
chr8:117864155-117864387,134421,576.91,134421,576.91,445,448,>500,100.0
chr8:117864758-117865030,98689,361.50,98689,361.50,335,339,339,100.0
chr8:117866362-117866802,1127556,2556.82,1127556,2556.82,>500,>500,>500,100.0
chr8:117868373-117868603,41885,181.32,41885,181.32,156,158,243,100.0
chr8:117868853-117869085,291340,1250.39,291340,1250.39,>500,>500,>500,100.0
chr8:117869476-117869918,685516,1547.44,685516,1547.44,>500,>500,>500,100.0
chr8:117870461-117870877,375682,900.92,375682,900.92,>500,>500,>500,100.0
chr8:117874034-117874262,457959,1999.82,457959,1999.82,>500,>500,>500,100.0
chr8:117875337-117875565,306000,1336.24,306000,1336.24,>500,>500,>500,100.0
chr8:117878791-117879015,277074,1231.44,277074,1231.44,>500,>500,>500,100.0
chr9:5069873-5070137,82557,311.54,82557,311.54,274,276,277,100.0
chr9:5073658-5073886,395572,1727.39,395572,1727.39,>500,>500,>500,100.0
chr9:21968198-21968431,376513,1609.03,376513,1609.03,>500,>500,>500,100.0
chr9:21968696-21968932,393516,1660.41,393516,1660.41,>500,>500,>500,100.0
chr9:21970871-21971326,202244,443.52,202244,443.52,189,482,>500,100.0
chr9:21974450-21974929,174528,363.60,174528,363.60,221,362,407,100.0
chr9:21994106-21994561,189983,416.63,189983,416.63,3,>500,>500,52.2
chr9:133738120-133738580,521809,1131.91,521809,1131.91,>500,>500,>500,100.0
chr9:133747476-133747722,300776,1217.72,300776,1217.72,>500,>500,>500,100.0
chr9:133748219-133748463,544301,2221.64,544301,2221.64,>500,>500,>500,100.0
chr9:139390488-139392102,1412676,874.72,1412676,874.72,>500,>500,>500,100.0
chr9:139396692-139397136,415855,934.51,415855,934.51,>500,>500,>500,100.0
chr9:139397602-139397867,98382,369.86,98382,369.86,324,331,332,100.0
chr9:139399095-139399737,545751,848.76,545751,848.76,273,>500,>500,100.0
chr10:89692738-89693206,321408,685.30,321408,685.30,238,>500,>500,100.0
chr10:89717568-89717976,313908,767.50,313908,767.50,269,>500,>500,100.0
chr10:112342201-112342455,231277,906.97,231277,906.97,>500,>500,>500,100.0
chr10:112343963-112344198,686896,2910.58,686896,2910.58,>500,>500,>500,100.0
chr10:112356122-112356350,129284,564.56,129284,564.56,431,432,>500,100.0
chr10:112360736-112360986,329259,1311.79,329259,1311.79,>500,>500,>500,100.0
chr10:112361753-112362007,348695,1367.43,348695,1367.43,>500,>500,>500,100.0
chr10:112362902-112363172,164189,605.86,164189,605.86,>500,>500,>500,100.0
chr11:533662-534101,138235,314.17,138235,314.17,189,270,465,100.0
chr11:534182-534455,57968,211.56,57968,211.56,193,194,194,100.0
chr11:32413486-32413750,624903,2358.12,624903,2358.12,>500,>500,>500,100.0
chr11:32417771-32418019,347907,1397.22,347907,1397.22,>500,>500,>500,100.0
chr11:118307323-118307582,59288,228.03,59288,228.03,199,202,215,100.0
chr11:118343068-118343310,801527,3298.47,801527,3298.47,>500,>500,>500,100.0
chr11:118348723-118348955,919634,3946.93,919634,3946.93,>500,>500,>500,100.0
chr11:118350881-118351111,470235,2035.65,470235,2035.65,>500,>500,>500,100.0
chr11:118352430-118352690,991158,3797.54,991158,3797.54,>500,>500,>500,100.0
chr11:118353078-118353350,251727,922.08,251727,922.08,>500,>500,>500,100.0
chr11:118373971-118374237,424851,1591.20,424851,1591.20,>500,>500,>500,100.0
chr11:119148788-119149618,1464106,1761.86,1464106,1761.86,>500,>500,>500,100.0
chr12:11803034-11803276,289169,1190.00,289169,1190.00,>500,>500,>500,100.0
chr12:11905352-11905626,218001,792.73,218001,792.73,>500,>500,>500,100.0
chr12:11992046-11992310,334379,1261.81,334379,1261.81,>500,>500,>500,100.0
chr12:12006331-12006593,338988,1288.93,338988,1288.93,>500,>500,>500,100.0
chr12:12022330-12022976,615783,951.75,615783,951.75,>500,>500,>500,100.0
chr12:12037349-12037589,506120,2100.08,506120,2100.08,>500,>500,>500,100.0
chr12:12038830-12039082,255557,1010.11,255557,1010.11,>500,>500,>500,100.0
chr12:12043845-12044099,291116,1141.63,291116,1141.63,>500,>500,>500,100.0
chr12:25380084-25380530,575383,1287.21,575383,1287.21,>500,>500,>500,100.0
chr12:25398174-25398416,295840,1217.45,295840,1217.45,>500,>500,>500,100.0
chr12:112888094-112888510,921900,2210.79,921900,2210.79,>500,>500,>500,100.0
chr12:112926796-112927032,607112,2561.65,607112,2561.65,>500,>500,>500,100.0
chr13:28592572-28592798,633144,2789.18,633144,2789.18,>500,>500,>500,100.0
chr13:28607887-28608541,1697836,2592.12,1697836,2592.12,>500,>500,>500,100.0
chr15:90631791-90632043,350343,1384.75,350343,1384.75,>500,>500,>500,100.0
chr17:7572893-7573131,138721,580.42,138721,580.42,458,464,>500,100.0
chr17:7573897-7574147,106784,425.43,106784,425.43,247,481,>500,100.0
chr17:7576497-7577347,1145798,1346.41,1145798,1346.41,>500,>500,>500,100.0
chr17:7577459-7577683,767782,3412.36,767782,3412.36,>500,>500,>500,100.0
chr17:7578145-7578619,484547,1020.10,484547,1020.10,>500,>500,>500,100.0
chr17:7579282-7579978,496711,712.64,496711,712.64,440,>500,>500,100.0
chr17:74732849-74733296,428370,956.18,428370,956.18,318,>500,>500,100.0
chr18:42531854-42532090,345581,1458.15,345581,1458.15,>500,>500,>500,100.0
chr19:13054504-13054754,183862,732.52,183862,732.52,>500,>500,>500,100.0
chr19:17947906-17948180,8001,29.09,8001,29.09,27,28,28,100.0
chr19:33792214-33793514,561834,431.85,561834,431.85,101,150,255,100.0
chr19:45297435-45297699,283433,1069.56,283433,1069.56,>500,>500,>500,100.0
chr19:45303778-45304040,213844,813.10,213844,813.10,>500,>500,>500,100.0
chr20:31022117-31025255,7630939,2431.01,7630939,2431.01,>500,>500,>500,100.0
chr20:57484373-57484802,1095414,2547.47,1095414,2547.47,>500,>500,>500,100.0
chr21:36164340-36164951,792481,1294.90,792481,1294.90,381,>500,>500,100.0
chr21:36171568-36171804,576404,2432.08,576404,2432.08,>500,>500,>500,100.0
chr21:36193935-36194165,221168,957.44,221168,957.44,>500,>500,>500,100.0
chr21:36206675-36207080,396209,975.88,396209,975.88,345,>500,>500,100.0
chr21:36231737-36231993,541064,2105.31,541064,2105.31,>500,>500,>500,100.0
chr21:36252824-36253050,751570,3310.88,751570,3310.88,>500,>500,>500,100.0
chr21:36259110-36259588,256749,536.01,256749,536.01,120,>500,>500,86.2
chr21:36265166-36265391,195221,863.81,195221,863.81,>500,>500,>500,100.0
chr21:36421107-36421333,423064,1863.72,423064,1863.72,>500,>500,>500,100.0
chr21:44514735-44514997,319134,1213.44,319134,1213.44,>500,>500,>500,100.0
chr21:44524309-44524551,495150,2037.65,495150,2037.65,>500,>500,>500,100.0
chrX:15808585-15808859,123147,447.81,123147,447.81,404,415,416,100.0
chrX:15809025-15809281,43103,167.72,43103,167.72,142,146,146,100.0
chrX:15817957-15818186,108427,471.42,108427,471.42,355,371,>500,99.6
chrX:15821771-15821999,117659,513.79,117659,513.79,391,391,>500,100.0
chrX:15822202-15822474,83697,306.58,83697,306.58,278,283,283,100.0
chrX:15826326-15826594,164469,611.41,164469,611.41,>500,>500,>500,100.0
chrX:15827291-15827559,224088,833.04,224088,833.04,>500,>500,>500,100.0
chrX:15833768-15834186,567586,1354.62,567586,1354.62,>500,>500,>500,100.0
chrX:15836610-15836848,260469,1089.83,260469,1089.83,>500,>500,>500,100.0
chrX:15838296-15838534,103032,431.10,103032,431.10,343,345,>500,100.0
chrX:15840826-15841494,415365,620.87,415365,620.87,355,>500,>500,100.0
chrX:39911334-39911744,352314,857.21,352314,857.21,271,>500,>500,100.0
chrX:39913111-39913721,753584,1233.36,753584,1233.36,>500,>500,>500,100.0
chrX:39914589-39914849,172275,660.06,172275,660.06,>500,>500,>500,100.0
chrX:39916380-39916630,52159,207.80,52159,207.80,172,176,176,100.0
chrX:39921362-39921828,127433,272.88,127433,272.88,158,272,308,100.0
chrX:39921969-39922433,238709,513.35,238709,513.35,353,454,>500,100.0
chrX:39922831-39923281,292762,649.14,292762,649.14,318,>500,>500,100.0
chrX:39923555-39924033,292541,610.73,292541,610.73,460,>500,>500,100.0
chrX:39930198-39930630,162412,375.09,162412,375.09,229,335,>500,100.0
chrX:39930776-39931046,132382,488.49,132382,488.49,437,442,445,100.0
chrX:39931480-39934481,4076494,1357.93,4076494,1357.93,>500,>500,>500,100.0
chrX:39935677-39935941,87181,328.98,87181,328.98,284,295,296,100.0
chrX:39937067-39937333,29945,112.15,29945,112.15,100,101,102,100.0
chrX:44732770-44733372,378396,627.52,378396,627.52,171,>500,>500,100.0
chrX:44820449-44820723,155892,566.88,155892,566.88,>500,>500,>500,100.0
chrX:44833863-44834101,147712,618.04,147712,618.04,489,493,>500,100.0
chrX:44870174-44870440,119153,446.27,119153,446.27,393,399,400,100.0
chrX:44879809-44880073,120979,456.52,120979,456.52,400,403,406,100.0
chrX:44894146-44894404,184021,710.51,184021,710.51,>500,>500,>500,100.0
chrX:44896848-44897100,196910,778.30,196910,778.30,>500,>500,>500,100.0
chrX:44910922-44911196,47510,172.76,47510,172.76,157,159,160,100.0
chrX:44912990-44913410,461924,1097.21,461924,1097.21,>500,>500,>500,100.0
chrX:44918151-44918764,443859,722.90,443859,722.90,>500,>500,>500,100.0
chrX:44919227-44919495,175245,651.47,175245,651.47,>500,>500,>500,100.0
chrX:44920477-44920723,186302,754.26,186302,754.26,>500,>500,>500,100.0
chrX:44921768-44922172,246793,609.37,246793,609.37,334,>500,>500,100.0
chrX:44922633-44923259,456598,728.23,456598,728.23,351,>500,>500,100.0
chrX:44928696-44929714,1235280,1212.25,1235280,1212.25,499,>500,>500,100.0
chrX:44935898-44936172,167158,607.85,167158,607.85,>500,>500,>500,100.0
chrX:44937607-44937833,246512,1085.96,246512,1085.96,>500,>500,>500,100.0
chrX:44938289-44938739,221696,491.57,221696,491.57,301,441,>500,100.0
chrX:44941789-44942238,284765,632.81,284765,632.81,>500,>500,>500,100.0
chrX:44942673-44942937,327500,1235.85,327500,1235.85,>500,>500,>500,100.0
chrX:44945068-44945324,130786,508.89,130786,508.89,430,438,439,100.0
chrX:44948944-44949386,247084,557.75,247084,557.75,170,>500,>500,100.0
chrX:44949930-44950161,251625,1084.59,251625,1084.59,>500,>500,>500,100.0
chrX:44966625-44966850,101531,449.25,101531,449.25,336,340,>500,100.0
chrX:44969284-44969546,91745,348.84,91745,348.84,301,308,310,100.0
chrX:44970547-44970781,216773,922.44,216773,922.44,>500,>500,>500,100.0
chrX:48649472-48649918,404455,904.82,404455,904.82,306,>500,>500,100.0
chrX:53423363-53423601,92112,385.41,92112,385.41,302,312,>500,100.0
chrX:53426481-53426715,68763,292.61,68763,292.61,227,231,455,100.0
chrX:53432398-53432658,169208,648.31,169208,648.31,>500,>500,>500,100.0
chrX:53441904-53442174,143217,528.48,143217,528.48,471,482,482,100.0
chrX:76778698-76778942,88716,362.11,88716,362.11,292,298,298,100.0
chrX:76812888-76813306,392280,936.23,392280,936.23,>500,>500,>500,100.0
chrX:76814048-76814502,224710,493.87,224710,493.87,306,445,>500,100.0
chrX:76829599-76830051,187688,414.32,187688,414.32,272,356,>500,100.0
chrX:76845272-76845520,273021,1096.47,273021,1096.47,>500,>500,>500,100.0
chrX:76849064-76849524,303351,658.03,303351,658.03,490,>500,>500,100.0
chrX:76854848-76855474,412447,657.81,412447,657.81,387,>500,>500,100.0
chrX:76855871-76856141,138485,511.01,138485,511.01,457,462,463,100.0
chrX:76872049-76872280,136566,588.65,136566,588.65,453,454,>500,100.0
chrX:76874148-76874544,513589,1293.68,513589,1293.68,>500,>500,>500,100.0
chrX:76875825-76876099,58315,212.05,58315,212.05,193,196,196,100.0
chrX:76888661-76889325,382595,575.33,382595,575.33,411,>500,>500,100.0
chrX:76890055-76890295,243793,1011.59,243793,1011.59,>500,>500,>500,100.0
chrX:76920104-76920332,156308,682.57,156308,682.57,>500,>500,>500,100.0
chrX:76931689-76931913,65909,292.93,65909,292.93,218,221,437,100.0
chrX:76940399-76940659,92990,356.28,92990,356.28,307,311,312,100.0
chrX:123156448-123156682,198618,845.18,198618,845.18,>500,>500,>500,100.0
chrX:123159658-123159910,236669,935.45,236669,935.45,>500,>500,>500,100.0
chrX:123164775-123165011,530008,2236.32,530008,2236.32,>500,>500,>500,100.0
chrX:123171373-123171641,97553,362.65,97553,362.65,323,325,326,100.0
chrX:123176385-123176627,0,0.00,0,0.00,1,1,1,0.0
chrX:123178972-123179394,417975,988.12,417975,988.12,>500,>500,>500,100.0
chrX:123181162-123181416,111060,435.53,111060,435.53,369,369,370,100.0
chrX:123182817-123183089,239381,876.85,239381,876.85,>500,>500,>500,100.0
chrX:123184008-123184236,127831,558.21,127831,558.21,419,432,>500,100.0
chrX:123184843-123185283,295471,670.00,295471,670.00,405,>500,>500,100.0
chrX:123189948-123190222,112894,410.52,112894,410.52,373,377,378,100.0
chrX:123191594-123191975,424226,1110.54,424226,1110.54,>500,>500,>500,100.0
chrX:123195042-123195311,144569,535.44,144569,535.44,478,482,483,100.0
chrX:123195569-123195819,154390,615.10,154390,615.10,>500,>500,>500,100.0
chrX:123196718-123197190,206691,436.98,206691,436.98,250,443,492,100.0
chrX:123197650-123198108,304131,662.59,304131,662.59,385,>500,>500,100.0
chrX:123199682-123200524,595480,706.38,595480,706.38,289,>500,>500,100.0
chrX:123202292-123202548,131818,512.91,131818,512.91,438,449,450,100.0
chrX:123204957-123205381,452672,1065.11,452672,1065.11,>500,>500,>500,100.0
chrX:123210152-123210404,133327,526.98,133327,526.98,442,443,443,100.0
chrX:123211755-123211997,253301,1042.39,253301,1042.39,>500,>500,>500,100.0
chrX:123215198-123215464,52161,195.36,52161,195.36,173,175,175,100.0
chrX:123217165-123217434,143892,532.93,143892,532.93,471,484,485,100.0
chrX:123220367-123220809,539226,1217.21,539226,1217.21,>500,>500,>500,100.0
chrX:123224393-123225033,649606,1013.43,649606,1013.43,>500,>500,>500,100.0
chrX:123227828-123228102,89363,324.96,89363,324.96,294,300,301,100.0
chrX:123229184-123229428,174833,713.60,174833,713.60,>500,>500,>500,100.0
chrX:123234394-123234622,310130,1354.28,310130,1354.28,>500,>500,>500,100.0
chrX:129139180-129139440,256851,984.10,256851,984.10,>500,>500,>500,100.0
chrX:129146524-129146788,117217,442.33,117217,442.33,387,392,392,100.0
chrX:129146816-129150258,3571370,1037.28,3571370,1037.28,>500,>500,>500,100.0
chrX:129154928-129155189,150684,575.13,150684,575.13,495,>500,>500,100.0
chrX:129156846-129157070,369786,1643.49,369786,1643.49,>500,>500,>500,100.0
chrX:129158937-129159547,830525,1359.29,830525,1359.29,>500,>500,>500,100.0
chrX:129162582-129163002,247101,586.94,247101,586.94,244,>500,>500,100.0
chrX:129171316-129171576,242928,930.76,242928,930.76,>500,>500,>500,100.0
chrX:129173082-129173328,161868,655.34,161868,655.34,>500,>500,>500,100.0
chrX:129184664-129184930,329318,1233.40,329318,1233.40,>500,>500,>500,100.0
chrX:129185805-129186063,51196,197.67,51196,197.67,170,172,172,100.0
chrX:129189801-129190271,285454,606.06,285454,606.06,196,>500,>500,100.0
chrX:133511618-133512290,271222,403.00,271222,403.00,308,359,>500,100.0
chrX:133527479-133527739,107352,411.31,107352,411.31,351,364,364,100.0
chrX:133527839-133528099,163644,626.99,163644,626.99,>500,>500,>500,100.0
chrX:133547486-133548072,797798,1359.11,797798,1359.11,>500,>500,>500,100.0
chrX:133549014-133549414,226275,564.28,226275,564.28,439,>500,>500,100.0
chrX:133551165-133551429,88477,333.88,88477,333.88,293,296,296,100.0
chrX:133559199-133559441,128218,527.65,128218,527.65,424,428,433,100.0
