Target,total_coverage,average_coverage,sample_total_cvg,sample_mean_cvg,sample_granular_Q1,sample_granular_median,sample_granular_Q3,sample_%_above_15
chr4:55140978-55141252,269642,980.52,269642,980.52,>500,>500,>500,100.0
chr4:55144031-55144259,612607,2675.14,612607,2675.14,>500,>500,>500,100.0
chr4:55151978-55152212,550280,2341.62,550280,2341.62,>500,>500,>500,100.0
chr4:55561648-55562090,1091751,2464.45,1091751,2464.45,>500,>500,>500,100.0
chr4:55589716-55589940,636706,2829.80,636706,2829.80,>500,>500,>500,100.0
chr4:55591995-55592269,129411,470.59,129411,470.59,425,435,436,100.0
chr4:55593354-55593824,785197,1667.08,785197,1667.08,>500,>500,>500,100.0
chr4:55594147-55594419,366936,1344.09,366936,1344.09,>500,>500,>500,100.0
chr4:55599204-55599472,133871,497.66,133871,497.66,440,448,450,100.0
chr4:106154926-106158692,11170053,2965.24,11170053,2965.24,>500,>500,>500,100.0
chr4:106162404-106162670,394228,1476.51,394228,1476.51,>500,>500,>500,100.0
chr4:106163951-106164179,752554,3286.26,752554,3286.26,>500,>500,>500,100.0
chr4:106164701-106164966,609854,2292.68,609854,2292.68,>500,>500,>500,100.0
chr4:106180744-106181005,361402,1379.40,361402,1379.40,>500,>500,>500,100.0
chr4:106182810-106183050,492135,2042.05,492135,2042.05,>500,>500,>500,100.0
chr4:106190735-106190981,158018,639.75,158018,639.75,>500,>500,>500,100.0
chr4:106193691-106194163,963673,2037.36,963673,2037.36,>500,>500,>500,100.0
chr4:106196077-106197717,4148891,2528.27,4148891,2528.27,>500,>500,>500,100.0
chr4:153245306-153245758,728543,1608.26,728543,1608.26,>500,>500,>500,100.0
chr4:153247128-153247584,436190,954.46,436190,954.46,319,>500,>500,100.0
chr4:153249332-153249764,660180,1524.67,660180,1524.67,>500,>500,>500,100.0
chr5:170837493-170837717,388888,1728.39,388888,1728.39,>500,>500,>500,100.0
chr7:50358629-50358889,410400,1572.41,410400,1572.41,>500,>500,>500,100.0
chr7:50367205-50367433,523781,2287.25,523781,2287.25,>500,>500,>500,100.0
chr7:50444202-50444666,885593,1904.50,885593,1904.50,>500,>500,>500,100.0
chr7:50450213-50450462,413831,1655.32,413831,1655.32,>500,>500,>500,100.0
chr7:50455014-50455274,91552,350.77,91552,350.77,300,309,313,100.0
chr7:50459398-50459640,561851,2312.14,561851,2312.14,>500,>500,>500,100.0
chr7:50467593-50468449,883897,1031.39,883897,1031.39,450,>500,>500,100.0
chr7:101459282-101459534,1807,7.14,1807,7.14,7,7,7,0.0
chr7:101460891-101461145,226692,888.99,226692,888.99,>500,>500,>500,100.0
chr7:101559366-101559608,411686,1694.18,411686,1694.18,>500,>500,>500,100.0
chr7:101671351-101671597,324366,1313.22,324366,1313.22,>500,>500,>500,100.0
chr7:101713588-101713862,249598,907.63,249598,907.63,>500,>500,>500,100.0
chr7:101740617-101740883,352501,1320.23,352501,1320.23,>500,>500,>500,100.0
chr7:101747571-101747799,632389,2761.52,632389,2761.52,>500,>500,>500,100.0
chr7:101754951-101755197,466524,1888.76,466524,1888.76,>500,>500,>500,100.0
chr7:101758386-101758618,460303,1975.55,460303,1975.55,>500,>500,>500,100.0
chr7:101801813-101802047,550651,2343.20,550651,2343.20,>500,>500,>500,100.0
chr7:101813697-101813965,280163,1041.50,280163,1041.50,>500,>500,>500,100.0
chr7:101821720-101822148,461590,1075.97,461590,1075.97,>500,>500,>500,100.0
chr7:101833060-101833300,238993,991.67,238993,991.67,>500,>500,>500,100.0
chr7:101837095-101837325,813647,3522.28,813647,3522.28,>500,>500,>500,100.0
chr7:101838760-101839026,149521,560.00,149521,560.00,496,499,499,100.0
chr7:101839885-101840713,1233475,1487.91,1233475,1487.91,>500,>500,>500,100.0
chr7:101842051-101842295,365200,1490.61,365200,1490.61,>500,>500,>500,100.0
chr7:101843326-101843592,443816,1662.23,443816,1662.23,>500,>500,>500,100.0
chr7:101844615-101845666,1708420,1623.97,1708420,1623.97,>500,>500,>500,100.0
chr7:101847648-101847914,194984,730.28,194984,730.28,>500,>500,>500,100.0
chr7:101848357-101848629,98671,361.43,98671,361.43,325,330,330,100.0
chr7:101870618-101871084,544379,1165.69,544379,1165.69,>500,>500,>500,100.0
chr7:101877303-101877709,668737,1643.09,668737,1643.09,>500,>500,>500,100.0
chr7:101882573-101883018,693813,1555.63,693813,1555.63,>500,>500,>500,100.0
chr7:101891665-101892476,289867,356.98,289867,356.98,170,239,>500,100.0
chr7:101916612-101916860,158127,635.05,158127,635.05,>500,>500,>500,100.0
chr7:101917490-101917744,283121,1110.28,283121,1110.28,>500,>500,>500,100.0
chr7:101918491-101918751,271451,1040.04,271451,1040.04,>500,>500,>500,100.0
chr7:101921193-101921428,85164,360.86,85164,360.86,283,289,>500,100.0
chr7:101923304-101923551,44807,180.67,44807,180.67,148,152,152,100.0
chr7:101924073-101924345,221910,812.86,221910,812.86,>500,>500,>500,100.0
chr7:101925109-101925342,320502,1369.67,320502,1369.67,>500,>500,>500,100.0
chr7:101925979-101926457,15022,31.36,15022,31.36,4,7,25,28.6
chr7:140453045-140453272,773914,3394.36,773914,3394.36,>500,>500,>500,100.0
chr7:148504700-148504950,150270,598.69,150270,598.69,>500,>500,>500,100.0
chr7:148506131-148506587,1071161,2343.90,1071161,2343.90,>500,>500,>500,100.0
chr7:148507393-148507623,225163,974.73,225163,974.73,>500,>500,>500,100.0
chr7:148508687-148508923,235348,993.03,235348,993.03,>500,>500,>500,100.0
chr7:148511021-148511279,340676,1315.35,340676,1315.35,>500,>500,>500,100.0
chr7:148511976-148512222,614791,2489.03,614791,2489.03,>500,>500,>500,100.0
chr7:148512568-148512806,310379,1298.66,310379,1298.66,>500,>500,>500,100.0
chr7:148513746-148514004,472581,1824.64,472581,1824.64,>500,>500,>500,100.0
chr7:148514280-148514524,147970,603.96,147970,603.96,488,494,495,100.0
chr7:148514939-148515385,478529,1070.53,478529,1070.53,>500,>500,>500,100.0
chr7:148516658-148516928,198182,731.30,198182,731.30,>500,>500,>500,100.0
chr7:148523514-148523906,972982,2475.78,972982,2475.78,>500,>500,>500,100.0
chr7:148524226-148524454,638737,2789.24,638737,2789.24,>500,>500,>500,100.0
chr7:148525802-148526068,423708,1586.92,423708,1586.92,>500,>500,>500,100.0
chr7:148526790-148527050,453975,1739.37,453975,1739.37,>500,>500,>500,100.0
chr7:148529632-148529902,235405,868.65,235405,868.65,>500,>500,>500,100.0
chr7:148543516-148543786,276711,1021.07,276711,1021.07,>500,>500,>500,100.0
chr7:148544200-148544459,278332,1070.51,278332,1070.51,>500,>500,>500,100.0
chr8:117859707-117860163,459703,1005.91,459703,1005.91,415,>500,>500,100.0
chr8:117861157-117861409,169705,670.77,169705,670.77,>500,>500,>500,100.0
chr8:117862815-117863088,230347,840.68,230347,840.68,>500,>500,>500,100.0
chr8:117864155-117864387,168763,724.30,168763,724.30,>500,>500,>500,100.0
chr8:117864758-117865030,93115,341.08,93115,341.08,312,312,313,100.0
chr8:117866362-117866802,1035117,2347.20,1035117,2347.20,>500,>500,>500,100.0
chr8:117868373-117868603,45800,198.27,45800,198.27,168,169,257,100.0
chr8:117868853-117869085,304906,1308.61,304906,1308.61,>500,>500,>500,100.0
chr8:117869476-117869918,761153,1718.18,761153,1718.18,>500,>500,>500,100.0
chr8:117870461-117870877,509502,1221.83,509502,1221.83,>500,>500,>500,100.0
chr8:117874034-117874262,552809,2414.01,552809,2414.01,>500,>500,>500,100.0
chr8:117875337-117875565,426705,1863.34,426705,1863.34,>500,>500,>500,100.0
chr8:117878791-117879015,348951,1550.89,348951,1550.89,>500,>500,>500,100.0
chr9:5069873-5070137,105995,399.98,105995,399.98,352,353,353,100.0
chr9:5073658-5073886,427488,1866.76,427488,1866.76,>500,>500,>500,100.0
chr9:21968198-21968431,333121,1423.59,333121,1423.59,>500,>500,>500,100.0
chr9:21968696-21968932,418027,1763.83,418027,1763.83,>500,>500,>500,100.0
chr9:21970871-21971326,277755,609.11,277755,609.11,463,485,>500,100.0
chr9:21974450-21974929,168450,350.94,168450,350.94,279,288,>500,100.0
chr9:21994106-21994561,217298,476.53,217298,476.53,2,>500,>500,52.2
chr9:133738120-133738580,625303,1356.41,625303,1356.41,>500,>500,>500,100.0
chr9:133747476-133747722,329438,1333.76,329438,1333.76,>500,>500,>500,100.0
chr9:133748219-133748463,477334,1948.30,477334,1948.30,>500,>500,>500,100.0
chr9:139390488-139392102,1446013,895.36,1446013,895.36,>500,>500,>500,100.0
chr9:139396692-139397136,490517,1102.29,490517,1102.29,>500,>500,>500,100.0
chr9:139397602-139397867,133916,503.44,133916,503.44,443,451,451,100.0
chr9:139399095-139399737,582356,905.69,582356,905.69,386,>500,>500,100.0
chr10:89692738-89693206,310495,662.04,310495,662.04,228,>500,>500,100.0
chr10:89717568-89717976,372594,910.99,372594,910.99,454,>500,>500,100.0
chr10:112342201-112342455,242142,949.58,242142,949.58,>500,>500,>500,100.0
chr10:112343963-112344198,799250,3386.65,799250,3386.65,>500,>500,>500,100.0
chr10:112356122-112356350,197125,860.81,197125,860.81,>500,>500,>500,100.0
chr10:112360736-112360986,400531,1595.74,400531,1595.74,>500,>500,>500,100.0
chr10:112361753-112362007,471358,1848.46,471358,1848.46,>500,>500,>500,100.0
chr10:112362902-112363172,195133,720.05,195133,720.05,>500,>500,>500,100.0
chr11:533662-534101,140026,318.24,140026,318.24,175,288,472,100.0
chr11:534182-534455,37346,136.30,37346,136.30,123,128,128,100.0
chr11:32413486-32413750,601627,2270.29,601627,2270.29,>500,>500,>500,100.0
chr11:32417771-32418019,392611,1576.75,392611,1576.75,>500,>500,>500,100.0
chr11:118307323-118307582,51072,196.43,51072,196.43,175,177,181,100.0
chr11:118343068-118343310,558165,2296.98,558165,2296.98,>500,>500,>500,100.0
chr11:118348723-118348955,743080,3189.18,743080,3189.18,>500,>500,>500,100.0
chr11:118350881-118351111,468965,2030.15,468965,2030.15,>500,>500,>500,100.0
chr11:118352430-118352690,990876,3796.46,990876,3796.46,>500,>500,>500,100.0
chr11:118353078-118353350,243443,891.73,243443,891.73,>500,>500,>500,100.0
chr11:118373971-118374237,448498,1679.77,448498,1679.77,>500,>500,>500,100.0
chr11:119148788-119149618,1536274,1848.71,1536274,1848.71,>500,>500,>500,100.0
chr12:11803034-11803276,258519,1063.86,258519,1063.86,>500,>500,>500,100.0
chr12:11905352-11905626,246619,896.80,246619,896.80,>500,>500,>500,100.0
chr12:11992046-11992310,333839,1259.77,333839,1259.77,>500,>500,>500,100.0
chr12:12006331-12006593,358844,1364.43,358844,1364.43,>500,>500,>500,100.0
chr12:12022330-12022976,698023,1078.86,698023,1078.86,>500,>500,>500,100.0
chr12:12037349-12037589,481735,1998.90,481735,1998.90,>500,>500,>500,100.0
chr12:12038830-12039082,266120,1051.86,266120,1051.86,>500,>500,>500,100.0
chr12:12043845-12044099,292067,1145.36,292067,1145.36,>500,>500,>500,100.0
chr12:25380084-25380530,547061,1223.85,547061,1223.85,>500,>500,>500,100.0
chr12:25398174-25398416,331331,1363.50,331331,1363.50,>500,>500,>500,100.0
chr12:112888094-112888510,940306,2254.93,940306,2254.93,>500,>500,>500,100.0
chr12:112926796-112927032,547132,2308.57,547132,2308.57,>500,>500,>500,100.0
chr13:28592572-28592798,695284,3062.93,695284,3062.93,>500,>500,>500,100.0
chr13:28607887-28608541,1742633,2660.51,1742633,2660.51,>500,>500,>500,100.0
chr15:90631791-90632043,388322,1534.87,388322,1534.87,>500,>500,>500,100.0
chr17:7572893-7573131,323454,1353.36,323454,1353.36,>500,>500,>500,100.0
chr17:7573897-7574147,417320,1662.63,417320,1662.63,196,387,>500,100.0
chr17:7576497-7577347,1260342,1481.01,1260342,1481.01,>500,>500,>500,100.0
chr17:7577459-7577683,955833,4248.15,955833,4248.15,>500,>500,>500,100.0
chr17:7578145-7578619,418755,881.59,418755,881.59,474,>500,>500,100.0
chr17:7579282-7579978,548810,787.39,548810,787.39,458,>500,>500,99.0
chr17:74732849-74733296,406754,907.93,406754,907.93,295,>500,>500,100.0
chr18:42531854-42532090,348612,1470.94,348612,1470.94,>500,>500,>500,100.0
chr19:13054504-13054754,286993,1143.40,286993,1143.40,>500,>500,>500,100.0
chr19:17947906-17948180,19158,69.67,19158,69.67,64,65,65,100.0
chr19:33792214-33793514,582785,447.95,582785,447.95,131,180,267,100.0
chr19:45297435-45297699,342026,1290.66,342026,1290.66,>500,>500,>500,100.0
chr19:45303778-45304040,190805,725.49,190805,725.49,>500,>500,>500,100.0
chr20:31022117-31025255,7926874,2525.29,7926874,2525.29,>500,>500,>500,100.0
chr20:57484373-57484802,1213212,2821.42,1213212,2821.42,>500,>500,>500,100.0
chr21:36164340-36164951,777760,1270.85,777760,1270.85,391,>500,>500,100.0
chr21:36171568-36171804,536315,2262.93,536315,2262.93,>500,>500,>500,100.0
chr21:36193935-36194165,246261,1066.06,246261,1066.06,>500,>500,>500,100.0
chr21:36206675-36207080,406514,1001.27,406514,1001.27,283,>500,>500,100.0
chr21:36231737-36231993,541272,2106.12,541272,2106.12,>500,>500,>500,100.0
chr21:36252824-36253050,781722,3443.71,781722,3443.71,>500,>500,>500,100.0
chr21:36259110-36259588,267024,557.46,267024,557.46,144,>500,>500,86.2
chr21:36265166-36265391,250915,1110.24,250915,1110.24,>500,>500,>500,100.0
chr21:36421107-36421333,395765,1743.46,395765,1743.46,>500,>500,>500,100.0
chr21:44514735-44514997,325567,1237.90,325567,1237.90,>500,>500,>500,100.0
chr21:44524309-44524551,525142,2161.08,525142,2161.08,>500,>500,>500,100.0
chrX:15808585-15808859,132881,483.20,132881,483.20,434,449,449,100.0
chrX:15809025-15809281,55486,215.90,55486,215.90,184,186,186,100.0
chrX:15817957-15818186,206445,897.59,206445,897.59,>500,>500,>500,100.0
chrX:15821771-15821999,162985,711.72,162985,711.72,>500,>500,>500,100.0
chrX:15822202-15822474,88190,323.04,88190,323.04,295,299,299,100.0
chrX:15826326-15826594,163351,607.25,163351,607.25,>500,>500,>500,100.0
chrX:15827291-15827559,246484,916.30,246484,916.30,>500,>500,>500,100.0
chrX:15833768-15834186,560704,1338.20,560704,1338.20,>500,>500,>500,100.0
chrX:15836610-15836848,243983,1020.85,243983,1020.85,>500,>500,>500,100.0
chrX:15838296-15838534,105165,440.02,105165,440.02,348,352,>500,100.0
chrX:15840826-15841494,507715,758.92,507715,758.92,373,>500,>500,100.0
chrX:39911334-39911744,336487,818.70,336487,818.70,244,>500,>500,100.0
chrX:39913111-39913721,693832,1135.57,693832,1135.57,>500,>500,>500,100.0
chrX:39914589-39914849,181621,695.87,181621,695.87,>500,>500,>500,100.0
chrX:39916380-39916630,61278,244.14,61278,244.14,204,204,205,100.0
chrX:39921362-39921828,142263,304.63,142263,304.63,187,292,361,100.0
chrX:39921969-39922433,279711,601.53,279711,601.53,364,>500,>500,100.0
chrX:39922831-39923281,289709,642.37,289709,642.37,281,>500,>500,100.0
chrX:39923555-39924033,317094,661.99,317094,661.99,485,>500,>500,100.0
chrX:39930198-39930630,149157,344.47,149157,344.47,194,321,>500,100.0
chrX:39930776-39931046,141928,523.72,141928,523.72,468,475,477,100.0
chrX:39931480-39934481,4415115,1470.72,4415115,1470.72,>500,>500,>500,100.0
chrX:39935677-39935941,81545,307.72,81545,307.72,270,273,273,100.0
chrX:39937067-39937333,41682,156.11,41682,156.11,139,139,140,100.0
chrX:44732770-44733372,320286,531.15,320286,531.15,208,484,>500,100.0
chrX:44820449-44820723,148499,540.00,148499,540.00,491,495,497,100.0
chrX:44833863-44834101,156093,653.11,156093,653.11,>500,>500,>500,100.0
chrX:44870174-44870440,129883,486.45,129883,486.45,427,436,437,100.0
chrX:44879809-44880073,120443,454.50,120443,454.50,398,402,403,100.0
chrX:44894146-44894404,181805,701.95,181805,701.95,>500,>500,>500,100.0
chrX:44896848-44897100,214183,846.57,214183,846.57,>500,>500,>500,100.0
chrX:44910922-44911196,76651,278.73,76651,278.73,253,257,257,100.0
chrX:44912990-44913410,469546,1115.31,469546,1115.31,476,>500,>500,100.0
chrX:44918151-44918764,494833,805.92,494833,805.92,>500,>500,>500,100.0
chrX:44919227-44919495,155982,579.86,155982,579.86,>500,>500,>500,100.0
chrX:44920477-44920723,218152,883.21,218152,883.21,>500,>500,>500,100.0
chrX:44921768-44922172,238758,589.53,238758,589.53,330,475,>500,100.0
chrX:44922633-44923259,477818,762.07,477818,762.07,361,>500,>500,100.0
chrX:44928696-44929714,1209147,1186.60,1209147,1186.60,>500,>500,>500,100.0
chrX:44935898-44936172,201748,733.63,201748,733.63,>500,>500,>500,100.0
chrX:44937607-44937833,244717,1078.05,244717,1078.05,>500,>500,>500,100.0
chrX:44938289-44938739,213255,472.85,213255,472.85,268,443,>500,100.0
chrX:44941789-44942238,314866,699.70,314866,699.70,>500,>500,>500,100.0
chrX:44942673-44942937,259248,978.29,259248,978.29,>500,>500,>500,100.0
chrX:44945068-44945324,139105,541.26,139105,541.26,457,467,467,100.0
chrX:44948944-44949386,230276,519.81,230276,519.81,155,>500,>500,100.0
chrX:44949930-44950161,354453,1527.81,354453,1527.81,>500,>500,>500,100.0
chrX:44966625-44966850,100253,443.60,100253,443.60,331,336,>500,100.0
chrX:44969284-44969546,96624,367.39,96624,367.39,321,323,323,100.0
chrX:44970547-44970781,184112,783.46,184112,783.46,>500,>500,>500,100.0
chrX:48649472-48649918,341600,764.21,341600,764.21,218,>500,>500,100.0
chrX:53423363-53423601,101199,423.43,101199,423.43,335,338,>500,100.0
chrX:53426481-53426715,80460,342.38,80460,342.38,264,272,>500,100.0
chrX:53432398-53432658,177648,680.64,177648,680.64,>500,>500,>500,100.0
chrX:53441904-53442174,136009,501.88,136009,501.88,446,459,460,100.0
chrX:76778698-76778942,104680,427.27,104680,427.27,344,352,352,100.0
chrX:76812888-76813306,429743,1025.64,429743,1025.64,>500,>500,>500,100.0
chrX:76814048-76814502,266269,585.21,266269,585.21,323,>500,>500,100.0
chrX:76829599-76830051,193683,427.56,193683,427.56,272,376,>500,100.0
chrX:76845272-76845520,248168,996.66,248168,996.66,>500,>500,>500,100.0
chrX:76849064-76849524,299822,650.37,299822,650.37,423,>500,>500,100.0
chrX:76854848-76855474,544061,867.72,544061,867.72,360,>500,>500,100.0
chrX:76855871-76856141,149858,552.98,149858,552.98,495,500,>500,100.0
chrX:76872049-76872280,185881,801.21,185881,801.21,>500,>500,>500,100.0
chrX:76874148-76874544,493698,1243.57,493698,1243.57,>500,>500,>500,100.0
chrX:76875825-76876099,86409,314.21,86409,314.21,284,289,291,100.0
chrX:76888661-76889325,408383,614.11,408383,614.11,488,>500,>500,100.0
chrX:76890055-76890295,278786,1156.79,278786,1156.79,>500,>500,>500,100.0
chrX:76920104-76920332,214501,936.69,214501,936.69,>500,>500,>500,100.0
chrX:76931689-76931913,75744,336.64,75744,336.64,250,255,>500,100.0
chrX:76940399-76940659,84201,322.61,84201,322.61,278,282,282,100.0
chrX:123156448-123156682,200198,851.91,200198,851.91,>500,>500,>500,100.0
chrX:123159658-123159910,249626,986.66,249626,986.66,>500,>500,>500,100.0
chrX:123164775-123165011,495860,2092.24,495860,2092.24,>500,>500,>500,100.0
chrX:123171373-123171641,110639,411.30,110639,411.30,366,370,370,100.0
chrX:123176385-123176627,909,3.74,909,3.74,3,3,4,0.0
chrX:123178972-123179394,375229,887.07,375229,887.07,436,>500,>500,100.0
chrX:123181162-123181416,123286,483.47,123286,483.47,406,413,413,100.0
chrX:123182817-123183089,238393,873.23,238393,873.23,>500,>500,>500,100.0
chrX:123184008-123184236,203905,890.41,203905,890.41,>500,>500,>500,100.0
chrX:123184843-123185283,353481,801.54,353481,801.54,392,>500,>500,100.0
chrX:123189948-123190222,109676,398.82,109676,398.82,360,369,369,100.0
chrX:123191594-123191975,452993,1185.85,452993,1185.85,>500,>500,>500,100.0
chrX:123195042-123195311,252035,933.46,252035,933.46,>500,>500,>500,100.0
chrX:123195569-123195819,203308,809.99,203308,809.99,>500,>500,>500,100.0
chrX:123196718-123197190,248337,525.03,248337,525.03,361,475,>500,100.0
chrX:123197650-123198108,320919,699.17,320919,699.17,497,>500,>500,100.0
chrX:123199682-123200524,571792,678.28,571792,678.28,379,>500,>500,99.6
chrX:123202292-123202548,263363,1024.76,263363,1024.76,>500,>500,>500,100.0
chrX:123204957-123205381,504562,1187.20,504562,1187.20,>500,>500,>500,100.0
chrX:123210152-123210404,120713,477.13,120713,477.13,399,402,403,100.0
chrX:123211755-123211997,193846,797.72,193846,797.72,>500,>500,>500,100.0
chrX:123215198-123215464,110378,413.40,110378,413.40,361,372,372,100.0
chrX:123217165-123217434,159158,589.47,159158,589.47,>500,>500,>500,100.0
chrX:123220367-123220809,622596,1405.41,622596,1405.41,>500,>500,>500,100.0
chrX:123224393-123225033,697840,1088.67,697840,1088.67,>500,>500,>500,100.0
chrX:123227828-123228102,114089,414.87,114089,414.87,374,381,386,100.0
chrX:123229184-123229428,180026,734.80,180026,734.80,>500,>500,>500,100.0
chrX:123234394-123234622,310933,1357.79,310933,1357.79,>500,>500,>500,100.0
chrX:129139180-129139440,252699,968.20,252699,968.20,>500,>500,>500,100.0
chrX:129146524-129146788,142375,537.26,142375,537.26,467,480,481,100.0
chrX:129146816-129150258,3677449,1068.09,3677449,1068.09,>500,>500,>500,100.0
chrX:129154928-129155189,134705,514.14,134705,514.14,445,455,456,100.0
chrX:129156846-129157070,369929,1644.13,369929,1644.13,>500,>500,>500,100.0
chrX:129158937-129159547,802852,1314.00,802852,1314.00,>500,>500,>500,100.0
chrX:129162582-129163002,248863,591.12,248863,591.12,270,>500,>500,100.0
chrX:129171316-129171576,274928,1053.36,274928,1053.36,>500,>500,>500,100.0
chrX:129173082-129173328,153567,621.73,153567,621.73,>500,>500,>500,100.0
chrX:129184664-129184930,245513,919.52,245513,919.52,>500,>500,>500,100.0
chrX:129185805-129186063,50024,193.14,50024,193.14,165,169,169,100.0
chrX:129189801-129190271,289954,615.61,289954,615.61,204,>500,>500,100.0
chrX:133511618-133512290,357139,530.67,357139,530.67,328,>500,>500,100.0
chrX:133527479-133527739,129064,494.50,129064,494.50,423,436,436,100.0
chrX:133527839-133528099,156691,600.35,156691,600.35,>500,>500,>500,100.0
chrX:133547486-133548072,873648,1488.33,873648,1488.33,>500,>500,>500,100.0
chrX:133549014-133549414,254891,635.64,254891,635.64,>500,>500,>500,100.0
chrX:133551165-133551429,103108,389.09,103108,389.09,340,346,346,100.0
chrX:133559199-133559441,147950,608.85,147950,608.85,491,492,>500,100.0
